PrimaryKey,NameKey,DescKey,Group,icon,Order,Category,Type,OperationType,RangeType,Value,ValueMin,ValueMax,Duration,MaxStackCount,WaitTime,Inteval,PrefabFX
705708826,1879048487,NaN,1065754,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790746,1879048488,NaN,1147674,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962778,1879048489,NaN,1319706,ICON_EFFECT_AP2B,1,1,66,3,5,0.25,0.1,0.4,0,1,0,0,
705966874,1879048490,NaN,1323802,ICON_EFFECT_AP2E,1,1,67,3,5,0.25,0.1,0.4,0,1,0,0,
705958682,1879048491,NaN,1315610,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.125,0.075,0.175,0,1,0,0,
705762330,1879048474,NaN,1119258,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.2,0.05,0.35,0,1,0,0,
705782810,1879048476,NaN,1139738,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,4000,2500,5500,0,1,0,0,
705799194,1879048477,NaN,1156122,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0.35,0.1,0.6,0,1,0,0,
705766426,1879048478,NaN,1123354,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.1,0.02,0.03,0,1,0,0,
705700890,1879048479,NaN,1057818,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811482,1879048480,NaN,1168410,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.2,0.1,0.3,0,1,0,0,
705893402,1879048481,NaN,1250330,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,3,2,4,0,1,0,0,
705897498,1879048482,NaN,1254426,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,8000,6000,10000,0,1,0,0,
705786906,1879048483,NaN,1143834,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.15,0.1,0.2,0,1,0,0,
705819674,1879048484,NaN,1176602,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0.35,0.1,0.6,0,1,0,0,
705815578,1879048485,NaN,1172506,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770522,1879048486,NaN,1127450,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.45,0.25,0.65,0,1,0,0,
705709082,1879048487,NaN,1066010,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705791002,1879048488,NaN,1147930,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705963034,1879048489,NaN,1319962,ICON_EFFECT_AP2B,1,1,66,3,5,0.25,0.1,0.4,0,1,0,0,
705967130,1879048490,NaN,1324058,ICON_EFFECT_AP2E,1,1,67,3,5,0.25,0.1,0.4,0,1,0,0,
705958938,1879048491,NaN,1315866,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.125,0.075,0.175,0,1,0,0,
706221339,1879048699,NaN,1578267,ICON_EFFECT_EXPLOSIONAMMO,1,1,129,3,5,1500,1000,2000,0,1,0,0,
705762587,1879048474,NaN,1119515,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.2,0.05,0.35,0,1,0,0,
705783067,1879048476,NaN,1139995,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,4000,2500,5500,0,1,0,0,
705799451,1879048477,NaN,1156379,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0.35,0.1,0.6,0,1,0,0,
705766683,1879048478,NaN,1123611,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.1,0.02,0.03,0,1,0,0,
705701147,1879048479,NaN,1058075,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811739,1879048480,NaN,1168667,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.2,0.1,0.3,0,1,0,0,
705893659,1879048481,NaN,1250587,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,8,5,11,0,1,0,0,
705897755,1879048482,NaN,1254683,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,8000,6000,10000,0,1,0,0,
705787163,1879048483,NaN,1144091,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.15,0.1,0.2,0,1,0,0,
705819931,1879048484,NaN,1176859,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0.35,0.1,0.6,0,1,0,0,
705815835,1879048485,NaN,1172763,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770779,1879048486,NaN,1127707,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.45,0.25,0.65,0,1,0,0,
705709339,1879048487,NaN,1066267,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705791259,1879048488,NaN,1148187,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705963291,1879048489,NaN,1320219,ICON_EFFECT_AP2B,1,1,66,3,5,0.25,0.1,0.4,0,1,0,0,
705967387,1879048490,NaN,1324315,ICON_EFFECT_AP2E,1,1,67,3,5,0.25,0.1,0.4,0,1,0,0,
705959195,1879048491,NaN,1316123,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.125,0.075,0.175,0,1,0,0,
705761585,1879048474,NaN,1118513,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.15,0.05,0.25,0,1,0,0,
705782065,1879048476,NaN,1138993,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,5000,3500,6500,0,1,0,0,
705798449,1879048477,NaN,1155377,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705765681,1879048478,NaN,1122609,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700145,1879048479,NaN,1057073,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705810737,1879048480,NaN,1167665,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.5,0.4,0.6,0,1,0,0,
705892657,1879048481,NaN,1249585,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,8,5,11,0,1,0,0,
705896753,1879048482,NaN,1253681,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,10000,8000,12000,0,1,0,0,
705786161,1879048483,NaN,1143089,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.1,0.05,0.15,0,1,0,0,
705818929,1879048484,NaN,1175857,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705814833,1879048485,NaN,1171761,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705769777,1879048486,NaN,1126705,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708337,1879048487,NaN,1065265,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790257,1879048488,NaN,1147185,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962289,1879048489,NaN,1319217,ICON_EFFECT_AP2B,1,1,66,3,5,0.4,0.3,0.5,0,1,0,0,
705966385,1879048490,NaN,1323313,ICON_EFFECT_AP2E,1,1,67,3,5,0.4,0.3,0.5,0,1,0,0,
705958193,1879048491,NaN,1315121,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.2,0.125,0.275,0,1,0,0,
705761841,1879048474,NaN,1118769,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.15,0.05,0.25,0,1,0,0,
705782321,1879048476,NaN,1139249,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,5000,3500,6500,0,1,0,0,
705798705,1879048477,NaN,1155633,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705765937,1879048478,NaN,1122865,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700401,1879048479,NaN,1057329,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705810993,1879048480,NaN,1167921,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.5,0.4,0.6,0,1,0,0,
705892913,1879048481,NaN,1249841,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,8,5,11,0,1,0,0,
705897009,1879048482,NaN,1253937,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,10000,8000,12000,0,1,0,0,
705786417,1879048483,NaN,1143345,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.1,0.05,0.15,0,1,0,0,
705819185,1879048484,NaN,1176113,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815089,1879048485,NaN,1172017,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770033,1879048486,NaN,1126961,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708593,1879048487,NaN,1065521,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790513,1879048488,NaN,1147441,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962545,1879048489,NaN,1319473,ICON_EFFECT_AP2B,1,1,66,3,5,0.4,0.3,0.5,0,1,0,0,
705966641,1879048490,NaN,1323569,ICON_EFFECT_AP2E,1,1,67,3,5,0.4,0.3,0.5,0,1,0,0,
705958449,1879048491,NaN,1315377,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.2,0.125,0.275,0,1,0,0,
705762097,1879048474,NaN,1119025,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.15,0.05,0.25,0,1,0,0,
705782577,1879048476,NaN,1139505,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,5000,3500,6500,0,1,0,0,
705798961,1879048477,NaN,1155889,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705766193,1879048478,NaN,1123121,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700657,1879048479,NaN,1057585,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811249,1879048480,NaN,1168177,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.5,0.4,0.6,0,1,0,0,
705893169,1879048481,NaN,1250097,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,8,5,11,0,1,0,0,
705897265,1879048482,NaN,1254193,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,10000,8000,12000,0,1,0,0,
705786673,1879048483,NaN,1143601,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.1,0.05,0.15,0,1,0,0,
705819441,1879048484,NaN,1176369,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815345,1879048485,NaN,1172273,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770289,1879048486,NaN,1127217,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708849,1879048487,NaN,1065777,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790769,1879048488,NaN,1147697,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962801,1879048489,NaN,1319729,ICON_EFFECT_AP2B,1,1,66,3,5,0.4,0.3,0.5,0,1,0,0,
705966897,1879048490,NaN,1323825,ICON_EFFECT_AP2E,1,1,67,3,5,0.4,0.3,0.5,0,1,0,0,
705958705,1879048491,NaN,1315633,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.2,0.125,0.275,0,1,0,0,
705762353,1879048474,NaN,1119281,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.15,0.05,0.25,0,1,0,0,
705782833,1879048476,NaN,1139761,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,5000,3500,6500,0,1,0,0,
705799217,1879048477,NaN,1156145,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705766449,1879048478,NaN,1123377,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700913,1879048479,NaN,1057841,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811505,1879048480,NaN,1168433,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.5,0.4,0.6,0,1,0,0,
705893425,1879048481,NaN,1250353,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,8,5,11,0,1,0,0,
705897521,1879048482,NaN,1254449,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,10000,8000,12000,0,1,0,0,
705786929,1879048483,NaN,1143857,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.1,0.05,0.15,0,1,0,0,
705819697,1879048484,NaN,1176625,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815601,1879048485,NaN,1172529,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770545,1879048486,NaN,1127473,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705709105,1879048487,NaN,1066033,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705791025,1879048488,NaN,1147953,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705963057,1879048489,NaN,1319985,ICON_EFFECT_AP2B,1,1,66,3,5,0.4,0.3,0.5,0,1,0,0,
705967153,1879048490,NaN,1324081,ICON_EFFECT_AP2E,1,1,67,3,5,0.4,0.3,0.5,0,1,0,0,
705958961,1879048491,NaN,1315889,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.2,0.125,0.275,0,1,0,0,
705761586,1879048474,NaN,1118514,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.15,0.05,0.25,0,1,0,0,
705782066,1879048476,NaN,1138994,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,5000,3500,6500,0,1,0,0,
705798450,1879048477,NaN,1155378,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705765682,1879048478,NaN,1122610,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700146,1879048479,NaN,1057074,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705810738,1879048480,NaN,1167666,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.3,0.1,0.5,0,1,0,0,
705892658,1879048481,NaN,1249586,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,8,5,11,0,1,0,0,
705896754,1879048482,NaN,1253682,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,10000,8000,12000,0,1,0,0,
705786162,1879048483,NaN,1143090,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.1,0.05,0.15,0,1,0,0,
705818930,1879048484,NaN,1175858,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705814834,1879048485,NaN,1171762,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705769778,1879048486,NaN,1126706,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708338,1879048487,NaN,1065266,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790258,1879048488,NaN,1147186,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962290,1879048489,NaN,1319218,ICON_EFFECT_AP2B,1,1,66,3,5,0.4,0.3,0.5,0,1,0,0,
705966386,1879048490,NaN,1323314,ICON_EFFECT_AP2E,1,1,67,3,5,0.4,0.3,0.5,0,1,0,0,
705958194,1879048491,NaN,1315122,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.2,0.125,0.275,0,1,0,0,
705761842,1879048474,NaN,1118770,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.15,0.05,0.25,0,1,0,0,
705782322,1879048476,NaN,1139250,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,5000,3500,6500,0,1,0,0,
705798706,1879048477,NaN,1155634,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705765938,1879048478,NaN,1122866,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700402,1879048479,NaN,1057330,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705810994,1879048480,NaN,1167922,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.3,0.1,0.5,0,1,0,0,
705892914,1879048481,NaN,1249842,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,8,5,11,0,1,0,0,
705897010,1879048482,NaN,1253938,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,10000,8000,12000,0,1,0,0,
705786418,1879048483,NaN,1143346,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.1,0.05,0.15,0,1,0,0,
705819186,1879048484,NaN,1176114,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815090,1879048485,NaN,1172018,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770034,1879048486,NaN,1126962,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708594,1879048487,NaN,1065522,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790514,1879048488,NaN,1147442,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962546,1879048489,NaN,1319474,ICON_EFFECT_AP2B,1,1,66,3,5,0.4,0.3,0.5,0,1,0,0,
705966642,1879048490,NaN,1323570,ICON_EFFECT_AP2E,1,1,67,3,5,0.4,0.3,0.5,0,1,0,0,
705958450,1879048491,NaN,1315378,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.2,0.125,0.275,0,1,0,0,
705762098,1879048474,NaN,1119026,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.15,0.05,0.25,0,1,0,0,
705782578,1879048476,NaN,1139506,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,5000,3500,6500,0,1,0,0,
705798962,1879048477,NaN,1155890,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705766194,1879048478,NaN,1123122,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700658,1879048479,NaN,1057586,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811250,1879048480,NaN,1168178,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.3,0.1,0.5,0,1,0,0,
705893170,1879048481,NaN,1250098,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,8,5,11,0,1,0,0,
705897266,1879048482,NaN,1254194,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,10000,8000,12000,0,1,0,0,
705786674,1879048483,NaN,1143602,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.1,0.05,0.15,0,1,0,0,
705819442,1879048484,NaN,1176370,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815346,1879048485,NaN,1172274,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770290,1879048486,NaN,1127218,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708850,1879048487,NaN,1065778,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790770,1879048488,NaN,1147698,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962802,1879048489,NaN,1319730,ICON_EFFECT_AP2B,1,1,66,3,5,0.4,0.3,0.5,0,1,0,0,
705966898,1879048490,NaN,1323826,ICON_EFFECT_AP2E,1,1,67,3,5,0.4,0.3,0.5,0,1,0,0,
705958706,1879048491,NaN,1315634,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.2,0.125,0.275,0,1,0,0,
705762354,1879048474,NaN,1119282,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.15,0.05,0.25,0,1,0,0,
705782834,1879048476,NaN,1139762,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,5000,3500,6500,0,1,0,0,
705799218,1879048477,NaN,1156146,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705766450,1879048478,NaN,1123378,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700914,1879048479,NaN,1057842,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.2,-0.25,-0.15,0,1,0,0,
705811506,1879048480,NaN,1168434,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.3,0.1,0.5,0,1,0,0,
705893426,1879048481,NaN,1250354,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,8,5,11,0,1,0,0,
705897522,1879048482,NaN,1254450,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,10000,8000,12000,0,1,0,0,
705786930,1879048483,NaN,1143858,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.1,0.05,0.15,0,1,0,0,
705819698,1879048484,NaN,1176626,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815602,1879048485,NaN,1172530,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770546,1879048486,NaN,1127474,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705709106,1879048487,NaN,1066034,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705791026,1879048488,NaN,1147954,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705963058,1879048489,NaN,1319986,ICON_EFFECT_AP2B,1,1,66,3,5,0.4,0.3,0.5,0,1,0,0,
705967154,1879048490,NaN,1324082,ICON_EFFECT_AP2E,1,1,67,3,5,0.4,0.3,0.5,0,1,0,0,
705958962,1879048491,NaN,1315890,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.2,0.125,0.275,0,1,0,0,
705761587,1879048474,NaN,1118515,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.15,0.05,0.25,0,1,0,0,
705782067,1879048476,NaN,1138995,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,6000,3500,8500,0,1,0,0,
705798451,1879048477,NaN,1155379,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705765683,1879048478,NaN,1122611,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700147,1879048479,NaN,1057075,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.15,-0.2,-0.1,0,1,0,0,
705810739,1879048480,NaN,1167667,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.3,0.1,0.5,0,1,0,0,
705892659,1879048481,NaN,1249587,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,8,5,11,0,1,0,0,
705896755,1879048482,NaN,1253683,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,10000,8000,12000,0,1,0,0,
705786163,1879048483,NaN,1143091,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.1,0.05,0.15,0,1,0,0,
705818931,1879048484,NaN,1175859,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705814835,1879048485,NaN,1171763,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705769779,1879048486,NaN,1126707,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708339,1879048487,NaN,1065267,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790259,1879048488,NaN,1147187,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962291,1879048489,NaN,1319219,ICON_EFFECT_AP2B,1,1,66,3,5,0.4,0.25,0.55,0,1,0,0,
705966387,1879048490,NaN,1323315,ICON_EFFECT_AP2E,1,1,67,3,5,0.4,0.25,0.55,0,1,0,0,
705958195,1879048491,NaN,1315123,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.2,0.125,0.275,0,1,0,0,
705761843,1879048474,NaN,1118771,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.15,0.05,0.25,0,1,0,0,
705782323,1879048476,NaN,1139251,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,6000,3500,8500,0,1,0,0,
705798707,1879048477,NaN,1155635,ICON_EFFECT_RICOCHETCHANCE,1,1,26,3,1,0,0,0,0,1,0,0,
705765939,1879048478,NaN,1122867,ICON_EFFECT_CRITICALCHANCE,1,1,18,3,1,0.025,0.02,0.03,0,1,0,0,
705700403,1879048479,NaN,1057331,ICON_EFFECT_RELOADTIME,1,1,2,2,1,-0.15,-0.2,-0.1,0,1,0,0,
705810995,1879048480,NaN,1167923,ICON_EFFECT_PENETRATECHANCE,1,1,29,3,1,0.3,0.1,0.5,0,1,0,0,
705892915,1879048481,NaN,1249843,ICON_EFFECT_MAGAZINESIZE,1,1,49,3,1,8,5,11,0,1,0,0,
705897011,1879048482,NaN,1253939,ICON_EFFECT_KNOCKBACK,1,1,50,3,5,10000,8000,12000,0,1,0,0,
705786419,1879048483,NaN,1143347,ICON_EFFECT_ACCURACY,1,1,23,2,1,0.1,0.05,0.15,0,1,0,0,
705819187,1879048484,NaN,1176115,ICON_EFFECT_DOBLESHOTCHANCE,1,1,31,3,1,0,0,0,0,1,0,0,
705815091,1879048485,NaN,1172019,ICON_EFFECT_AMMOSPEED,1,1,30,2,1,0.1,0.05,0.15,0,1,0,0,
705770035,1879048486,NaN,1126963,ICON_EFFECT_CRITICALRATIO,1,1,19,3,1,0.025,0.015,0.035,0,1,0,0,
705708595,1879048487,NaN,1065523,ICON_EFFECT_AIMTIME,1,1,4,2,1,0,0,0,0,1,0,0,
705790515,1879048488,NaN,1147443,ICON_EFFECT_EXPLOSIONRANGE,1,1,24,2,6,0,0,0,0,1,0,0,
705962547,1879048489,NaN,1319475,ICON_EFFECT_AP2B,1,1,66,3,5,0.4,0.25,0.55,0,1,0,0,
705966643,1879048490,NaN,1323571,ICON_EFFECT_AP2E,1,1,67,3,5,0.4,0.25,0.55,0,1,0,0,
705958451,1879048491,NaN,1315379,ICON_EFFECT_AP2BNE,1,1,65,3,5,0.2,0.125,0.275,0,1,0,0,
705762099,1879048474,NaN,1119027,ICON_EFFECT_ATTACKPOWER,1,1,17,2,1,0.15,0.05,0.25,0,1,0,0,
705782579,1879048476,NaN,1139507,ICON_EFFECT_ATTACKRANGE,1,1,22,3,1,6000,3500,8500,0,1,0,0,
