PrimaryKey,NameKey,DescKey,Level,Order,Weapon,UseType,SkillType,SkillAniType,AttackType,DamageType,ratioAttackPower,CastingTime,InvokeTime,HitEffectGroup,UpgradeMaterialKey00,UpgradeMaterialCount00,UpgradeMaterialKey01,UpgradeMaterialCount01,RequirePoint
369167893,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7737605,575938562,5,572272641,10000,0
369168150,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7737606,575938562,5,572272641,10000,0
369168407,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7737607,575938562,10,572272641,10000,0
369168664,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7737608,575938562,10,572272641,10000,0
369168921,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7737609,575938562,10,572272641,10000,0
369169178,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7737610,575938562,15,572272641,15000,0
369169425,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7459073,575938562,2,572272641,5000,0
369169682,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7459074,575938562,2,572272641,5000,0
369169939,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7459075,575938562,2,572272641,5000,0
369170196,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7459076,575938562,5,572272641,5000,0
369170453,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7459077,575938562,5,572272641,10000,0
369170710,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7459078,575938562,5,572272641,10000,0
369170967,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7459079,575938562,10,572272641,10000,0
369171224,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7459080,575938562,10,572272641,10000,0
369171481,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7459081,575938562,10,572272641,10000,0
369171738,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7459082,575938562,15,572272641,15000,0
369172001,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7446785,575938562,2,572272641,5000,0
369172258,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7446786,575938562,2,572272641,5000,0
369172515,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7446787,575938562,2,572272641,5000,0
369172772,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7446788,575938562,5,572272641,5000,0
369173029,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7446789,575938562,5,572272641,10000,0
369173286,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7446790,575938562,5,572272641,10000,0
369173543,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7446791,575938562,10,572272641,10000,0
369173800,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7446792,575938562,10,572272641,10000,0
369174057,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7446793,575938562,10,572272641,10000,0
369174314,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7446794,575938562,15,572272641,15000,0
369174545,,NaN,1,1,NaN,3,1024,0,15,NaN,,,,7708929,0,0,0,0,0
369174801,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7672065,575938562,2,572272641,5000,0
369175058,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7672066,575938562,2,572272641,5000,0
369175315,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7672067,575938562,2,572272641,5000,0
369175572,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7672068,575938562,5,572272641,5000,0
369175829,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7672069,575938562,5,572272641,10000,0
369176086,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7672070,575938562,5,572272641,10000,0
369176343,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7672071,575938562,10,572272641,10000,0
369176600,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7672072,575938562,10,572272641,10000,0
369176857,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7672073,575938562,10,572272641,10000,0
369177114,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7672074,575938562,15,572272641,15000,0
369177377,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7680257,575938562,2,572272641,5000,0
369177634,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7680258,575938562,2,572272641,5000,0
369177891,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7680259,575938562,2,572272641,5000,0
369178148,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7680260,575938562,5,572272641,5000,0
369178405,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7680261,575938562,5,572272641,10000,0
369178662,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7680262,575938562,5,572272641,10000,0
369178919,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7680263,575938562,10,572272641,10000,0
369179176,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7680264,575938562,10,572272641,10000,0
369179433,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7680265,575938562,10,572272641,10000,0
369179690,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7680266,575938562,15,572272641,15000,0
369179921,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7696641,575938562,2,572272641,5000,0
369180178,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7696642,575938562,2,572272641,5000,0
369180435,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7696643,575938562,2,572272641,5000,0
369180692,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7696644,575938562,5,572272641,5000,0
369180949,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7696645,575938562,5,572272641,10000,0
369181206,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7696646,575938562,5,572272641,10000,0
369181463,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7696647,575938562,10,572272641,10000,0
369181720,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7696648,575938562,10,572272641,10000,0
369181977,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7696649,575938562,10,572272641,10000,0
369182234,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7696650,575938562,15,572272641,15000,0
369182481,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7688449,575938562,2,572272641,5000,0
369182738,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7688450,575938562,2,572272641,5000,0
369182995,,NaN,3,1,NaN,2,1024,0,15,NaN,.,,,7688451,575938562,2,572272641,5000,0
369183252,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7688452,575938562,5,572272641,5000,0
369183509,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7688453,575938562,5,572272641,10000,0
369183766,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7688454,575938562,5,572272641,10000,0
369184023,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7688455,575938562,10,572272641,10000,0
369184280,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7688456,575938562,10,572272641,10000,0
369184537,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7688457,575938562,10,572272641,10000,0
369184794,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7688458,575938562,15,572272641,15000,0
369185057,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7692545,575938562,2,572272641,5000,0
369185314,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7692546,575938562,2,572272641,5000,0
369185571,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7692547,575938562,2,572272641,5000,0
369185828,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7692548,575938562,5,572272641,5000,0
369186085,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7692549,575938562,5,572272641,10000,0
369186342,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7692550,575938562,5,572272641,10000,0
369186599,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7692551,575938562,10,572272641,10000,0
369186856,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7692552,575938562,10,572272641,10000,0
369187113,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7692553,575938562,10,572272641,10000,0
369187370,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7692554,575938562,15,572272641,15000,0
369187601,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7348481,575942659,2,572272641,5000,0
369187858,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7348482,575942659,2,572272641,5000,0
369188115,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7348483,575942659,2,572272641,5000,0
369188372,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7348484,575942659,5,572272641,5000,0
369188629,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7348485,575942659,5,572272641,10000,0
369188886,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7348486,575942659,5,572272641,10000,0
369189143,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7348487,575942659,10,572272641,10000,0
369189400,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7348488,575942659,10,572272641,10000,0
369189657,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7348489,575942659,10,572272641,10000,0
369189914,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7348490,575942659,15,572272641,15000,0
369190161,,NaN,1,1,NaN,1,772,6,15,0,1,1000,1500,2109700,0,0,0,0,8
369190417,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7741697,575942659,2,572272641,5000,0
369190674,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7741698,575942659,2,572272641,5000,0
369190931,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7741699,575942659,2,572272641,5000,0
369191188,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7741700,575942659,5,572272641,5000,0
369191445,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7741701,575942659,5,572272641,10000,0
369191702,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7741702,575942659,5,572272641,10000,0
369191959,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7741703,575942659,10,572272641,10000,0
369192216,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7741704,575942659,10,572272641,10000,0
369192473,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7741705,575942659,10,572272641,10000,0
369192730,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7741706,575942659,15,572272641,15000,0
369192977,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7745793,575942659,2,572272641,5000,0
369193234,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7745794,575942659,2,572272641,5000,0
369193491,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7745795,575942659,2,572272641,5000,0
369193748,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7745796,575942659,5,572272641,5000,0
369194005,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7745797,575942659,5,572272641,10000,0
369194262,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7745798,575942659,5,572272641,10000,0
369194519,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7745799,575942659,10,572272641,10000,0
369194776,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7745800,575942659,10,572272641,10000,0
369195033,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7745801,575942659,10,572272641,10000,0
369195290,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7745802,575942659,15,572272641,15000,0
369195537,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7479553,575942659,2,572272641,5000,0
369195794,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7479554,575942659,2,572272641,5000,0
369196051,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7479555,575942659,2,572272641,5000,0
369196308,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7479556,575942659,5,572272641,5000,0
369196565,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7479557,575942659,5,572272641,10000,0
369196822,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7479558,575942659,5,572272641,10000,0
369197079,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7479559,575942659,10,572272641,10000,0
369197336,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7479560,575942659,10,572272641,10000,0
369197593,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7479561,575942659,10,572272641,10000,0
369197850,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7479562,575942659,15,572272641,15000,0
369198097,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7409921,575942659,2,572272641,5000,0
369198354,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7409922,575942659,2,572272641,5000,0
369198611,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7409923,575942659,2,572272641,5000,0
369198868,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7409924,575942659,5,572272641,5000,0
369199125,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7409925,575942659,5,572272641,10000,0
369199382,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7409926,575942659,5,572272641,10000,0
369199639,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7409927,575942659,10,572272641,10000,0
369199896,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7409928,575942659,10,572272641,10000,0
369200153,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7409929,575942659,10,572272641,10000,0
369200410,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7409930,575942659,15,572272641,15000,0
369200673,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7475457,575942659,2,572272641,5000,0
369200930,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7475458,575942659,2,572272641,5000,0
369201187,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7475459,575942659,2,572272641,5000,0
369201444,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7475460,575942659,5,572272641,5000,0
369201701,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7475461,575942659,5,572272641,10000,0
369201958,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7475462,575942659,5,572272641,10000,0
369202215,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7475463,575942659,10,572272641,10000,0
369202472,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7475464,575942659,10,572272641,10000,0
369202729,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7475465,575942659,10,572272641,10000,0
369202986,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7475466,575942659,15,572272641,15000,0
369203217,,NaN,1,1,NaN,3,1024,0,15,NaN,,,,7708929,0,0,0,0,0
369203473,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7414017,575942659,2,572272641,5000,0
369203730,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7414018,575942659,2,572272641,5000,0
369203987,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7414019,575942659,2,572272641,5000,0
369204244,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7414020,575942659,5,572272641,5000,0
369204501,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7414021,575942659,5,572272641,10000,0
369204758,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7414022,575942659,5,572272641,10000,0
369205015,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7414023,575942659,10,572272641,10000,0
369205272,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7414024,575942659,10,572272641,10000,0
369205529,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7414025,575942659,10,572272641,10000,0
369205786,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7414026,575942659,15,572272641,15000,0
369206049,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7418113,575942659,2,572272641,5000,0
369206306,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7418114,575942659,2,572272641,5000,0
369206563,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7418115,575942659,2,572272641,5000,0
369206820,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7418116,575942659,5,572272641,5000,0
369207077,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7418117,575942659,5,572272641,10000,0
369207334,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7418118,575942659,5,572272641,10000,0
369207591,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7418119,575942659,10,572272641,10000,0
369207848,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7418120,575942659,10,572272641,10000,0
369208105,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7418121,575942659,10,572272641,10000,0
369208362,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7418122,575942659,15,572272641,15000,0
369208593,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7737601,575942659,2,572272641,5000,0
369208850,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7737602,575942659,2,572272641,5000,0
369209107,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7737603,575942659,2,572272641,5000,0
369209364,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7737604,575942659,5,572272641,5000,0
369209621,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7737605,575942659,5,572272641,10000,0
369209878,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7737606,575942659,5,572272641,10000,0
369210135,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7737607,575942659,10,572272641,10000,0
369210392,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7737608,575942659,10,572272641,10000,0
369210649,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7737609,575942659,10,572272641,10000,0
369210906,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7737610,575942659,15,572272641,15000,0
369211153,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7459073,575942659,2,572272641,5000,0
369211410,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7459074,575942659,2,572272641,5000,0
369211667,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7459075,575942659,2,572272641,5000,0
369211924,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7459076,575942659,5,572272641,5000,0
369212181,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7459077,575942659,5,572272641,10000,0
369212438,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7459078,575942659,5,572272641,10000,0
369212695,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7459079,575942659,10,572272641,10000,0
369212952,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7459080,575942659,10,572272641,10000,0
369213209,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7459081,575942659,10,572272641,10000,0
369213466,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7459082,575942659,15,572272641,15000,0
369213729,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7446785,575942659,2,572272641,5000,0
369213986,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7446786,575942659,2,572272641,5000,0
369214243,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7446787,575942659,2,572272641,5000,0
369214500,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7446788,575942659,5,572272641,5000,0
369214757,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7446789,575942659,5,572272641,10000,0
369215014,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7446790,575942659,5,572272641,10000,0
369215271,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7446791,575942659,10,572272641,10000,0
369215528,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7446792,575942659,10,572272641,10000,0
369215785,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7446793,575942659,10,572272641,10000,0
369216042,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7446794,575942659,15,572272641,15000,0
369216273,,NaN,1,1,NaN,3,1024,0,15,NaN,,,,7708929,0,0,0,0,0
369216529,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7672065,575942659,2,572272641,5000,0
369216786,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7672066,575942659,2,572272641,5000,0
369217043,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7672067,575942659,2,572272641,5000,0
369217300,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7672068,575942659,5,572272641,5000,0
369217557,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7672069,575942659,5,572272641,10000,0
369217814,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7672070,575942659,5,572272641,10000,0
369218071,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7672071,575942659,10,572272641,10000,0
369218328,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7672072,575942659,10,572272641,10000,0
369218585,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7672073,575942659,10,572272641,10000,0
369218842,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7672074,575942659,15,572272641,15000,0
369219105,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7680257,575942659,2,572272641,5000,0
369219362,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7680258,575942659,2,572272641,5000,0
369219619,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7680259,575942659,2,572272641,5000,0
369219876,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7680260,575942659,5,572272641,5000,0
369220133,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7680261,575942659,5,572272641,10000,0
369220390,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7680262,575942659,5,572272641,10000,0
369220647,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7680263,575942659,10,572272641,10000,0
369220904,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7680264,575942659,10,572272641,10000,0
369221161,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7680265,575942659,10,572272641,10000,0
369221418,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7680266,575942659,15,572272641,15000,0
369221649,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7696641,575942659,2,572272641,5000,0
369221906,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7696642,575942659,2,572272641,5000,0
369222163,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7696643,575942659,2,572272641,5000,0
369222420,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7696644,575942659,5,572272641,5000,0
369222677,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7696645,575942659,5,572272641,10000,0
369222934,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7696646,575942659,5,572272641,10000,0
369223191,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7696647,575942659,10,572272641,10000,0
369223448,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7696648,575942659,10,572272641,10000,0
369223705,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7696649,575942659,10,572272641,10000,0
369223962,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7696650,575942659,15,572272641,15000,0
369224209,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7688449,575942659,2,572272641,5000,0
369224466,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7688450,575942659,2,572272641,5000,0
369224723,,NaN,3,1,NaN,2,1024,0,15,NaN,.,,,7688451,575942659,2,572272641,5000,0
369224980,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7688452,575942659,5,572272641,5000,0
369225237,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7688453,575942659,5,572272641,10000,0
369225494,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7688454,575942659,5,572272641,10000,0
369225751,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7688455,575942659,10,572272641,10000,0
369226008,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7688456,575942659,10,572272641,10000,0
369226265,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7688457,575942659,10,572272641,10000,0
369226522,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7688458,575942659,15,572272641,15000,0
369226785,,NaN,1,2,NaN,2,1024,0,15,NaN,,,,7692545,575942659,2,572272641,5000,0
369227042,,NaN,2,2,NaN,2,1024,0,15,NaN,,,,7692546,575942659,2,572272641,5000,0
369227299,,NaN,3,2,NaN,2,1024,0,15,NaN,,,,7692547,575942659,2,572272641,5000,0
369227556,,NaN,4,2,NaN,2,1024,0,15,NaN,,,,7692548,575942659,5,572272641,5000,0
369227813,,NaN,5,2,NaN,2,1024,0,15,NaN,,,,7692549,575942659,5,572272641,10000,0
369228070,,NaN,6,2,NaN,2,1024,0,15,NaN,,,,7692550,575942659,5,572272641,10000,0
369228327,,NaN,7,2,NaN,2,1024,0,15,NaN,,,,7692551,575942659,10,572272641,10000,0
369228584,,NaN,8,2,NaN,2,1024,0,15,NaN,,,,7692552,575942659,10,572272641,10000,0
369228841,,NaN,9,2,NaN,2,1024,0,15,NaN,,,,7692553,575942659,10,572272641,10000,0
369229098,,NaN,10,2,NaN,2,1024,0,15,NaN,,,,7692554,575942659,15,572272641,15000,0
369229329,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7348481,575946756,2,572272641,5000,0
369229586,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7348482,575946756,2,572272641,5000,0
369229843,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7348483,575946756,2,572272641,5000,0
369230100,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7348484,575946756,5,572272641,5000,0
369230357,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7348485,575946756,5,572272641,10000,0
369230614,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7348486,575946756,5,572272641,10000,0
369230871,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7348487,575946756,10,572272641,10000,0
369231128,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7348488,575946756,10,572272641,10000,0
369231385,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7348489,575946756,10,572272641,10000,0
369231642,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7348490,575946756,15,572272641,15000,0
369231889,,NaN,1,1,NaN,1,773,6,15,0,,,,2113797,0,0,0,0,8
369232145,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7741697,575946756,2,572272641,5000,0
369232402,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7741698,575946756,2,572272641,5000,0
369232659,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7741699,575946756,2,572272641,5000,0
369232916,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7741700,575946756,5,572272641,5000,0
369233173,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7741701,575946756,5,572272641,10000,0
369233430,,NaN,6,1,NaN,2,1024,0,15,NaN,,,,7741702,575946756,5,572272641,10000,0
369233687,,NaN,7,1,NaN,2,1024,0,15,NaN,,,,7741703,575946756,10,572272641,10000,0
369233944,,NaN,8,1,NaN,2,1024,0,15,NaN,,,,7741704,575946756,10,572272641,10000,0
369234201,,NaN,9,1,NaN,2,1024,0,15,NaN,,,,7741705,575946756,10,572272641,10000,0
369234458,,NaN,10,1,NaN,2,1024,0,15,NaN,,,,7741706,575946756,15,572272641,15000,0
369234705,,NaN,1,1,NaN,2,1024,0,15,NaN,,,,7745793,575946756,2,572272641,5000,0
369234962,,NaN,2,1,NaN,2,1024,0,15,NaN,,,,7745794,575946756,2,572272641,5000,0
369235219,,NaN,3,1,NaN,2,1024,0,15,NaN,,,,7745795,575946756,2,572272641,5000,0
369235476,,NaN,4,1,NaN,2,1024,0,15,NaN,,,,7745796,575946756,5,572272641,5000,0
369235733,,NaN,5,1,NaN,2,1024,0,15,NaN,,,,7745797,575946756,5,572272641,10000,0
