PrimaryKey,Group,Order,SelectionType,SelectionFactor,EffectKey
687866700,4917,7,0,1,705700661
687866701,4917,8,0,1,705893173
687866702,4917,9,0,1,705811253
687866703,4917,10,0,1,705786677
687866704,4917,11,0,1,705815349
687866705,4917,12,0,1,705897269
687866706,5937,1,0,1,705762161
687866707,5937,2,0,1,705962865
687866708,5937,3,0,1,705966961
687866709,5937,4,0,1,705958769
687866710,5937,5,0,1,705782641
687866711,5937,6,0,1,705700721
687866712,5937,7,0,1,705766257
687866713,5937,8,0,1,705790833
687866714,5937,9,0,1,705770353
687866715,5938,1,0,1,705762162
687866716,5938,2,0,1,705962866
687866717,5938,3,0,1,705966962
687866718,5938,4,0,1,705958770
687866719,5938,5,0,1,705782642
687866720,5938,6,0,1,705700722
687866721,5938,7,0,1,705766258
687866722,5938,8,0,1,705790834
687866723,5938,9,0,1,705770354
687866724,5939,1,0,1,705762163
687866725,5939,2,0,1,705962867
687866726,5939,3,0,1,705966963
687866727,5939,4,0,1,705958771
687866728,5939,5,0,1,705782643
687866729,5939,6,0,1,705700723
687866730,5939,7,0,1,705766259
687866731,5939,8,0,1,705790835
687866732,5939,9,0,1,705770355
687866733,5940,1,0,1,705762164
687866734,5940,2,0,1,705962868
687866735,5940,3,0,1,705966964
687866736,5940,4,0,1,705958772
687866737,5940,5,0,1,705782644
687866738,5940,6,0,1,705700724
687866739,5940,7,0,1,705766260
687866740,5940,8,0,1,705790836
687866741,5940,9,0,1,705770356
687866742,5941,1,0,1,705762165
687866743,5941,2,0,1,705962869
687866744,5941,3,0,1,705966965
687866745,5941,4,0,1,705958773
687866746,5941,5,0,1,705782645
687866747,5941,6,0,1,705700725
687866748,5941,7,0,1,705766261
687866749,5941,8,0,1,705790837
687866750,5941,9,0,1,705770357
687866751,5942,1,0,1,705762166
687866752,5942,2,0,1,705962870
687866753,5942,3,0,1,705966966
687866754,5942,4,0,1,705958774
687866755,5942,5,0,1,705782646
687866756,5942,6,0,1,705700726
687866757,5942,7,0,1,705766262
687866758,5942,8,0,1,705790838
687866759,5942,9,0,1,705770358
687866760,5425,1,0,1,705762129
687866761,5425,2,0,1,705962833
687866762,5425,3,0,1,705966929
687866763,5425,4,0,1,705958737
687866764,5425,5,0,1,705782609
687866765,5425,6,0,1,705766225
687866766,5425,7,0,1,705811281
687866767,5425,8,0,1,705893201
687866768,5425,9,0,1,705897297
687866769,5425,10,0,1,705815377
687866770,5425,11,0,1,705708881
687866771,5425,12,0,1,705819473
687866772,5426,1,0,1,705762130
687866773,5426,2,0,1,705962834
687866774,5426,3,0,1,705966930
687866775,5426,4,0,1,705958738
687866776,5426,5,0,1,705782610
687866777,5426,6,0,1,705766226
687866778,5426,7,0,1,705811282
687866779,5426,8,0,1,705893202
687866780,5426,9,0,1,705897298
687866781,5426,10,0,1,705815378
687866782,5426,11,0,1,705708882
687866783,5426,12,0,1,705819474
687866784,5427,1,0,1,705762131
687866785,5427,2,0,1,705962835
687866786,5427,3,0,1,705966931
687866787,5427,4,0,1,705958739
687866788,5427,5,0,1,705782611
687866789,5427,6,0,1,705766227
687866790,5427,7,0,1,705811283
687866791,5427,8,0,1,705893203
687866792,5427,9,0,1,705897299
687866793,5427,10,0,1,705815379
687866794,5427,11,0,1,705708883
687866795,5427,12,0,1,705819475
687866796,5428,1,0,1,705762132
687866797,5428,2,0,1,705962836
687866798,5428,3,0,1,705966932
687866799,5428,4,0,1,705958740
687866800,5428,5,0,1,705782612
687866801,5428,6,0,1,705766228
687866802,5428,7,0,1,705811284
687866803,5428,8,0,1,705893204
687866804,5428,9,0,1,705897300
687866805,5428,10,0,1,705815380
687866806,5428,11,0,1,705708884
687866807,5428,12,0,1,705819476
687866808,5681,1,0,1,705762145
687866809,5681,2,0,1,705962849
687866810,5681,3,0,1,705966945
687866811,5681,4,0,1,705958753
687866812,5681,5,0,1,705782625
687866813,5681,6,0,1,705766241
687866814,5681,7,0,1,705700705
687866815,5681,8,0,1,705823585
687866816,5681,9,0,1,705819489
687866817,5681,10,0,1,705893217
687866818,5681,11,0,1,705897313
687866819,5682,1,0,1,705762146
687866820,5682,2,0,1,705962850
687866821,5682,3,0,1,705966946
687866822,5682,4,0,1,705958754
687866823,5682,5,0,1,705782626
687866824,5682,6,0,1,705766242
687866825,5682,7,0,1,705700706
687866826,5682,8,0,1,705823586
687866827,5682,9,0,1,705819490
687866828,5682,10,0,1,705893218
687866829,5682,11,0,1,705897314
687866830,5683,1,0,1,705762147
687866831,5683,2,0,1,705962851
687866832,5683,3,0,1,705966947
687866833,5683,4,0,1,705958755
687866834,5683,5,0,1,705782627
687866835,5683,6,0,1,705766243
687866836,5683,7,0,1,705700707
687866837,5683,8,0,1,705823587
687866838,5683,9,0,1,705819491
687866839,5683,10,0,1,705893219
687866840,5683,11,0,1,705897315
687866841,5684,1,0,1,705762148
687866842,5684,2,0,1,705962852
687866843,5684,3,0,1,705966948
687866844,5684,4,0,1,705958756
687866845,5684,5,0,1,705782628
687866846,5684,6,0,1,705766244
687866847,5684,7,0,1,705700708
687866848,5684,8,0,1,705823588
687866849,5684,9,0,1,705819492
687866850,5684,10,0,1,705893220
687866851,5684,11,0,1,705897316
687866852,4417,1,0,1,705762321
687866853,4417,2,0,1,705963025
687866854,4417,3,0,1,705967121
687866855,4417,4,0,1,705958929
687866856,4417,5,0,1,705782801
687866857,4417,6,0,1,705799185
687866858,4417,7,0,1,705766417
687866859,4417,8,0,1,705700881
687866860,4417,9,0,1,705811473
687866861,4417,10,0,1,705786897
687866862,4417,11,0,1,705819665
687866863,4417,12,0,1,705897489
687866864,4418,1,0,1,705762322
687866865,4418,2,0,1,705963026
687866866,4418,3,0,1,705967122
687866867,4418,4,0,1,705958930
687866868,4418,5,0,1,705782802
687866869,4418,6,0,1,705799186
687866870,4418,7,0,1,705766418
687866871,4418,8,0,1,705700882
687866872,4418,9,0,1,705811474
687866873,4418,10,0,1,705786898
687866874,4418,11,0,1,705819666
687866875,4418,12,0,1,705897490
687866876,4419,1,0,1,705762323
687866877,4419,2,0,1,705963027
687866878,4419,3,0,1,705967123
687866879,4419,4,0,1,705958931
687866880,4419,5,0,1,705782803
687866881,4419,6,0,1,705799187
687866882,4419,7,0,1,705766419
687866883,4419,8,0,1,705700883
687866884,4419,9,0,1,705811475
687866885,4419,10,0,1,705786899
687866886,4419,11,0,1,705819667
687866887,4419,12,0,1,705897491
687866888,4420,1,0,1,705762324
687866889,4420,2,0,1,705963028
687866890,4420,3,0,1,705967124
687866891,4420,4,0,1,705958932
687866892,4420,5,0,1,705782804
687866893,4420,6,0,1,705799188
687866894,4420,7,0,1,705766420
687866895,4420,8,0,1,705700884
687866896,4420,9,0,1,705811476
687866897,4420,10,0,1,705786900
687866898,4420,11,0,1,705819668
687866899,4420,12,0,1,705897492
687866900,4421,1,0,1,705762325
687866901,4421,2,0,1,705963029
687866902,4421,3,0,1,705967125
687866903,4421,4,0,1,705958933
687866904,4421,5,0,1,705782805
687866905,4421,6,0,1,705799189
687866906,4421,7,0,1,705766421
687866907,4421,8,0,1,705700885
687866908,4421,9,0,1,705811477
687866909,4421,10,0,1,705786901
687866910,4421,11,0,1,705897493
687866911,4421,12,0,1,705893397
687866912,4422,1,0,1,705762326
687866913,4422,2,0,1,705963030
687866914,4422,3,0,1,705967126
687866915,4422,4,0,1,705958934
687866916,4422,5,0,1,705782806
687866917,4422,6,0,1,705799190
687866918,4422,7,0,1,705766422
687866919,4422,8,0,1,705700886
687866920,4422,9,0,1,705811478
687866921,4422,10,0,1,705786902
687866922,4422,11,0,1,705897494
687866923,4422,12,0,1,705893398
687866924,4423,1,0,1,705762327
687866925,4423,2,0,1,705963031
687866926,4423,3,0,1,705967127
687866927,4423,4,0,1,705958935
687866928,4423,5,0,1,705782807
687866929,4423,6,0,1,705799191
687866930,4423,7,0,1,705766423
687866931,4423,8,0,1,705700887
687866932,4423,9,0,1,705811479
687866933,4423,10,0,1,705786903
687866934,4423,11,0,1,705897495
687866935,4423,12,0,1,705893399
687866936,4424,1,0,1,705762328
687866937,4424,2,0,1,705963032
687866938,4424,3,0,1,705967128
687866939,4424,4,0,1,705958936
687866940,4424,5,0,1,705782808
687866941,4424,6,0,1,705799192
687866942,4424,7,0,1,705766424
687866943,4424,8,0,1,705700888
687866944,4424,9,0,1,705811480
687866945,4424,10,0,1,705786904
687866946,4424,11,0,1,705897496
687866947,4424,12,0,1,705893400
687866948,4425,1,0,1,705762329
687866949,4425,2,0,1,705963033
687866950,4425,3,0,1,705967129
687866951,4425,4,0,1,705958937
687866952,4425,5,0,1,705782809
687866953,4425,6,0,1,705799193
687866954,4425,7,0,1,705766425
687866955,4425,8,0,1,705700889
687866956,4425,9,0,1,705811481
687866957,4425,10,0,1,705786905
687866958,4425,11,0,1,705897497
687866959,4425,12,0,1,705893401
687866960,4426,1,0,1,705762330
687866961,4426,2,0,1,705963034
687866962,4426,3,0,1,705967130
687866963,4426,4,0,1,705958938
687866964,4426,5,0,1,705782810
687866965,4426,6,0,1,705799194
687866966,4426,7,0,1,705766426
687866967,4426,8,0,1,705700890
687866968,4426,9,0,1,705811482
687866969,4426,10,0,1,705786906
687866970,4426,11,0,1,705897498
687866971,4426,12,0,1,705893402
687866972,4929,1,0,1,705762353
687866973,4929,2,0,1,705963057
687866974,4929,3,0,1,705967153
687866975,4929,4,0,1,705958961
687866976,4929,5,0,1,705782833
687866977,4929,6,0,1,705766449
687866978,4929,7,0,1,705700913
687866979,4929,8,0,1,705893425
687866980,4929,9,0,1,705811505
687866981,4929,10,0,1,705786929
687866982,4929,11,0,1,705815601
687866983,4929,12,0,1,705897521
687866984,4930,1,0,1,705762354
687866985,4930,2,0,1,705963058
687866986,4930,3,0,1,705967154
687866987,4930,4,0,1,705958962
687866988,4930,5,0,1,705782834
687866989,4930,6,0,1,705766450
687866990,4930,7,0,1,705700914
687866991,4930,8,0,1,705893426
687866992,4930,9,0,1,705811506
687866993,4930,10,0,1,705786930
687866994,4930,11,0,1,705815602
687866995,4930,12,0,1,705897522
687866996,4931,1,0,1,705762355
687866997,4931,2,0,1,705963059
687866998,4931,3,0,1,705967155
687866999,4931,4,0,1,705958963
687867000,4931,5,0,1,705782835
687867001,4931,6,0,1,705766451
687867002,4931,7,0,1,705700915
687867003,4931,8,0,1,705893427
687867004,4931,9,0,1,705811507
687867005,4931,10,0,1,705786931
687867006,4931,11,0,1,705815603
687867007,4931,12,0,1,705897523
687867008,4932,1,0,1,705762356
687867009,4932,2,0,1,705963060
687867010,4932,3,0,1,705967156
687867011,4932,4,0,1,705958964
687867012,4932,5,0,1,705782836
687867013,4932,6,0,1,705766452
687867014,4932,7,0,1,705700916
687867015,4932,8,0,1,705893428
687867016,4932,9,0,1,705811508
687867017,4932,10,0,1,705786932
687867018,4932,11,0,1,705815604
687867019,4932,12,0,1,705897524
687867020,4933,1,0,1,705762357
687867021,4933,2,0,1,705963061
687867022,4933,3,0,1,705967157
687867023,4933,4,0,1,705958965
687867024,4933,5,0,1,705782837
687867025,4933,6,0,1,705766453
687867026,4933,7,0,1,705700917
687867027,4933,8,0,1,705893429
687867028,4933,9,0,1,705811509
687867029,4933,10,0,1,705786933
687867030,4933,11,0,1,705815605
687867031,4933,12,0,1,705897525
687867032,5953,1,0,1,705762417
687867033,5953,2,0,1,705963121
687867034,5953,3,0,1,705967217
687867035,5953,4,0,1,705959025
687867036,5953,5,0,1,705782897
687867037,5953,6,0,1,705700977
687867038,5953,7,0,1,705766513
687867039,5953,8,0,1,705791089
687867040,5953,9,0,1,705770609
687867041,5954,1,0,1,705762418
687867042,5954,2,0,1,705963122
687867043,5954,3,0,1,705967218
687867044,5954,4,0,1,705959026
687867045,5954,5,0,1,705782898
687867046,5954,6,0,1,705700978
687867047,5954,7,0,1,705766514
687867048,5954,8,0,1,705791090
687867049,5954,9,0,1,705770610
687867050,5955,1,0,1,705762419
687867051,5955,2,0,1,705963123
687867052,5955,3,0,1,705967219
687867053,5955,4,0,1,705959027
687867054,5955,5,0,1,705782899
687867055,5955,6,0,1,705700979
687867056,5955,7,0,1,705766515
687867057,5955,8,0,1,705791091
687867058,5955,9,0,1,705770611
687867059,5956,1,0,1,705762420
687867060,5956,2,0,1,705963124
687867061,5956,3,0,1,705967220
687867062,5956,4,0,1,705959028
687867063,5956,5,0,1,705782900
687867064,5956,6,0,1,705700980
687867065,5956,7,0,1,705766516
687867066,5956,8,0,1,705791092
687867067,5956,9,0,1,705770612
687867068,5957,1,0,1,705762421
687867069,5957,2,0,1,705963125
687867070,5957,3,0,1,705967221
687867071,5957,4,0,1,705959029
687867072,5957,5,0,1,705782901
687867073,5957,6,0,1,705700981
687867074,5957,7,0,1,705766517
687867075,5957,8,0,1,705791093
687867076,5957,9,0,1,705770613
687867077,5958,1,0,1,705762422
687867078,5958,2,0,1,705963126
687867079,5958,3,0,1,705967222
687867080,5958,4,0,1,705959030
687867081,5958,5,0,1,705782902
687867082,5958,6,0,1,705700982
687867083,5958,7,0,1,705766518
687867084,5958,8,0,1,705791094
687867085,5958,9,0,1,705770614
687867086,5441,1,0,1,705762385
687867087,5441,2,0,1,705963089
687867088,5441,3,0,1,705967185
687867089,5441,4,0,1,705958993
687867090,5441,5,0,1,705782865
687867091,5441,6,0,1,705766481
687867092,5441,7,0,1,705811537
687867093,5441,8,0,1,705893457
687867094,5441,9,0,1,705897553
687867095,5441,10,0,1,705815633
687867096,5441,11,0,1,705709137
687867097,5441,12,0,1,705819729
687867098,5442,1,0,1,705762386
687867099,5442,2,0,1,705963090
687867100,5442,3,0,1,705967186
687867101,5442,4,0,1,705958994
687867102,5442,5,0,1,705782866
687867103,5442,6,0,1,705766482
687867104,5442,7,0,1,705811538
687867105,5442,8,0,1,705893458
687867106,5442,9,0,1,705897554
687867107,5442,10,0,1,705815634
687867108,5442,11,0,1,705709138
687867109,5442,12,0,1,705819730
687867110,5443,1,0,1,705762387
687867111,5443,2,0,1,705963091
687867112,5443,3,0,1,705967187
687867113,5443,4,0,1,705958995
687867114,5443,5,0,1,705782867
687867115,5443,6,0,1,705766483
687867116,5443,7,0,1,705811539
687867117,5443,8,0,1,705893459
687867118,5443,9,0,1,705897555
687867119,5443,10,0,1,705815635
687867120,5443,11,0,1,705709139
687867121,5443,12,0,1,705819731
687867122,5444,1,0,1,705762388
687867123,5444,2,0,1,705963092
687867124,5444,3,0,1,705967188
687867125,5444,4,0,1,705958996
687867126,5444,5,0,1,705782868
687867127,5444,6,0,1,705766484
687867128,5444,7,0,1,705811540
687867129,5444,8,0,1,705893460
687867130,5444,9,0,1,705897556
687867131,5444,10,0,1,705815636
687867132,5444,11,0,1,705709140
687867133,5444,12,0,1,705819732
687867134,5697,1,0,1,705762401
687867135,5697,2,0,1,705963105
687867136,5697,3,0,1,705967201
687867137,5697,4,0,1,705959009
687867138,5697,5,0,1,705782881
687867139,5697,6,0,1,705766497
687867140,5697,7,0,1,705700961
687867141,5697,8,0,1,705823841
687867142,5697,9,0,1,705819745
687867143,5697,10,0,1,705893473
687867144,5697,11,0,1,705897569
687867145,5698,1,0,1,705762402
687867146,5698,2,0,1,705963106
687867147,5698,3,0,1,705967202
687867148,5698,4,0,1,705959010
687867149,5698,5,0,1,705782882
687867150,5698,6,0,1,705766498
687867151,5698,7,0,1,705700962
687867152,5698,8,0,1,705823842
687867153,5698,9,0,1,705819746
687867154,5698,10,0,1,705893474
687867155,5698,11,0,1,705897570
687867156,5699,1,0,1,705762403
687867157,5699,2,0,1,705963107
687867158,5699,3,0,1,705967203
687867159,5699,4,0,1,705959011
687867160,5699,5,0,1,705782883
687867161,5699,6,0,1,705766499
687867162,5699,7,0,1,705700963
687867163,5699,8,0,1,705823843
687867164,5699,9,0,1,705819747
687867165,5699,10,0,1,705893475
687867166,5699,11,0,1,705897571
687867167,5700,1,0,1,705762404
687867168,5700,2,0,1,705963108
687867169,5700,3,0,1,705967204
687867170,5700,4,0,1,705959012
687867171,5700,5,0,1,705782884
687867172,5700,6,0,1,705766500
687867173,5700,7,0,1,705700964
687867174,5700,8,0,1,705823844
687867175,5700,9,0,1,705819748
687867176,5700,10,0,1,705893476
687867177,5700,11,0,1,705897572
687867178,4443,1,1,1,706221339
687867179,4443,2,0,1,705762587
687867180,4443,3,0,1,705963291
687867181,4443,4,0,1,705967387
687867182,4443,5,0,1,705959195
687867183,4443,6,0,1,705783067
687867184,4443,7,0,1,705799451
687867185,4443,8,0,1,705766683
687867186,4443,9,0,1,705701147
687867187,4443,10,0,1,705811739
687867188,4443,11,0,1,705787163
687867189,4443,12,0,1,705819931
687867190,4443,13,0,1,705897755
687867191,4950,1,1,1,706225462
687867192,4950,2,0,1,705762614
687867193,4950,3,0,1,705963318
687867194,4950,4,0,1,705967414
687867195,4950,5,0,1,705959222
687867196,4950,6,0,1,705783094
687867197,4950,7,0,1,705766710
687867198,4950,8,0,1,705701174
687867199,4950,9,0,1,705893686
687867200,4950,10,0,1,705811766
687867201,4950,11,0,1,705787190
687867202,4950,12,0,1,705815862
687867203,4950,13,0,1,705897782
687867204,5975,1,1,1,706229623
687867205,5975,2,0,1,705762679
687867206,5975,3,0,1,705963383
687867207,5975,4,0,1,705967479
687867208,5975,5,0,1,705959287
687867209,5975,6,0,1,705783159
687867210,5975,7,0,1,705701239
687867211,5975,8,0,1,705766775
687867212,5975,9,0,1,705791351
687867213,5975,10,0,1,705770871
687867214,5461,1,1,1,706233685
687867215,5461,2,0,1,705762645
687867216,5461,3,0,1,705963349
687867217,5461,4,0,1,705967445
687867218,5461,5,0,1,705959253
687867219,5461,6,0,1,705783125
687867220,5461,7,0,1,705766741
687867221,5461,8,0,1,705811797
687867222,5461,9,0,1,705893717
687867223,5461,10,0,1,705897813
687867224,5461,11,0,1,705815893
687867225,5461,12,0,1,705709397
687867226,5461,13,0,1,705819989
687867227,5717,1,1,1,705811813
687867228,5717,2,0,1,705762661
687867229,5717,3,0,1,705963365
687867230,5717,4,0,1,705967461
687867231,5717,5,0,1,705959269
687867232,5717,6,0,1,705783141
687867233,5717,7,0,1,705766757
687867234,5717,8,0,1,705701221
687867235,5717,9,0,1,705824101
687867236,5717,10,0,1,705820005
687867237,5717,11,0,1,705893733
687867238,5717,12,0,1,705897829
687867239,24849,1,0,1,711405841
687867240,24849,2,0,1,711438609
687867241,24849,3,0,1,711266577
687867242,24849,4,0,1,711274769
687867243,24849,5,0,1,711282961
687867244,24849,6,0,1,711287057
687867245,24849,7,0,1,711291153
687867246,24850,1,0,1,711397650
687867247,24850,2,0,1,711438610
687867248,24850,3,0,1,711266578
687867249,24850,4,0,1,711274770
687867250,24850,5,0,1,711282962
687867251,24850,6,0,1,711287058
687867252,24850,7,0,1,711291154
687867253,24851,1,0,1,711414035
687867254,24851,2,0,1,711438611
687867255,24851,3,0,1,711266579
687867256,24851,4,0,1,711274771
687867257,24851,5,0,1,711282963
687867258,24851,6,0,1,711287059
687867259,24851,7,0,1,711291155
687867260,24852,1,0,1,711438612
687867261,24852,2,0,1,711434516
687867262,24852,3,0,1,711266580
687867263,24852,4,0,1,711274772
687867264,24852,5,0,1,711282964
687867265,24852,6,0,1,711287060
687867266,24852,7,0,1,711291156
687867267,24865,1,0,1,711406097
687867268,24865,2,0,1,711438865
687867269,24865,3,0,1,711266833
687867270,24865,4,0,1,711275025
687867271,24865,5,0,1,711283217
687867272,24865,6,0,1,711287313
687867273,24865,7,0,1,711291409
687867274,24866,1,0,1,711397906
687867275,24866,2,0,1,711438866
687867276,24866,3,0,1,711266834
687867277,24866,4,0,1,711275026
687867278,24866,5,0,1,711283218
687867279,24866,6,0,1,711287314
687867280,24866,7,0,1,711291410
687867281,24867,1,0,1,711414291
687867282,24867,2,0,1,711438867
687867283,24867,3,0,1,711266835
687867284,24867,4,0,1,711275027
687867285,24867,5,0,1,711283219
687867286,24867,6,0,1,711287315
687867287,24867,7,0,1,711291411
687867288,24868,1,0,1,711438868
687867289,24868,2,0,1,711434772
687867290,24868,3,0,1,711266836
687867291,24868,4,0,1,711275028
687867292,24868,5,0,1,711283220
687867293,24868,6,0,1,711287316
687867294,24868,7,0,1,711291412
687867295,24881,1,0,1,711406353
687867296,24881,2,0,1,711439121
687867297,24881,3,0,1,711267089
687867298,24881,4,0,1,711275281
687867299,24881,5,0,1,711283473
687867300,24881,6,0,1,711287569
687867301,24881,7,0,1,711291665
687867302,24882,1,0,1,711398162
687867303,24882,2,0,1,711439122
687867304,24882,3,0,1,711267090
687867305,24882,4,0,1,711275282
687867306,24882,5,0,1,711283474
687867307,24882,6,0,1,711287570
687867308,24882,7,0,1,711291666
687867309,24883,1,0,1,711414547
687867310,24883,2,0,1,711439123
687867311,24883,3,0,1,711267091
687867312,24883,4,0,1,711275283
687867313,24883,5,0,1,711283475
687867314,24883,6,0,1,711287571
687867315,24883,7,0,1,711291667
687867316,24884,1,0,1,711439124
687867317,24884,2,0,1,711435028
687867318,24884,3,0,1,711267092
687867319,24884,4,0,1,711275284
687867320,24884,5,0,1,711283476
687867321,24884,6,0,1,711287572
687867322,24884,7,0,1,711291668
687867323,24897,1,0,1,711406609
687867324,24897,2,0,1,711439377
687867325,24897,3,0,1,711267345
687867326,24897,4,0,1,711275537
687867327,24897,5,0,1,711283729
687867328,24897,6,0,1,711287825
687867329,24897,7,0,1,711291921
687867330,24898,1,0,1,711398418
687867331,24898,2,0,1,711439378
687867332,24898,3,0,1,711267346
687867333,24898,4,0,1,711275538
687867334,24898,5,0,1,711283730
687867335,24898,6,0,1,711287826
687867336,24898,7,0,1,711291922
687867337,24899,1,0,1,711414803
687867338,24899,2,0,1,711439379
687867339,24899,3,0,1,711267347
687867340,24899,4,0,1,711275539
687867341,24899,5,0,1,711283731
687867342,24899,6,0,1,711287827
687867343,24899,7,0,1,711291923
687867344,24900,1,0,1,711439380
687867345,24900,2,0,1,711435284
687867346,24900,3,0,1,711267348
687867347,24900,4,0,1,711275540
687867348,24900,5,0,1,711283732
687867349,24900,6,0,1,711287828
687867350,24900,7,0,1,711291924
687867351,25105,1,0,1,711069985
687867352,25105,2,0,1,711074081
687867353,25105,3,0,1,711332129
687867354,25105,4,0,1,711336225
687867355,25105,5,0,1,711340321
687867356,25105,6,0,1,711266593
687867357,25105,7,0,1,711291169
687867358,25106,1,0,1,711069986
687867359,25106,2,0,1,711074082
687867360,25106,3,0,1,711332130
687867361,25106,4,0,1,711336226
687867362,25106,5,0,1,711340322
687867363,25106,6,0,1,711274786
687867364,25106,7,0,1,711291170
687867365,25107,1,0,1,711069987
687867366,25107,2,0,1,711074083
687867367,25107,3,0,1,711332131
687867368,25107,4,0,1,711336227
687867369,25107,5,0,1,711340323
687867370,25107,6,0,1,711282979
687867371,25107,7,0,1,711291171
687867372,25108,1,0,1,711069988
687867373,25108,2,0,1,711074084
687867374,25108,3,0,1,711332132
687867375,25108,4,0,1,711336228
687867376,25108,5,0,1,711340324
687867377,25108,6,0,1,711287076
687867378,25108,7,0,1,711291172
687867379,25121,1,0,1,711070241
687867380,25121,2,0,1,711074337
687867381,25121,3,0,1,711332385
687867382,25121,4,0,1,711336481
687867383,25121,5,0,1,711340577
687867384,25121,6,0,1,711266849
687867385,25121,7,0,1,711291425
687867386,25122,1,0,1,711070242
687867387,25122,2,0,1,711074338
687867388,25122,3,0,1,711332386
687867389,25122,4,0,1,711336482
687867390,25122,5,0,1,711340578
687867391,25122,6,0,1,711275042
687867392,25122,7,0,1,711291426
687867393,25123,1,0,1,711070243
687867394,25123,2,0,1,711074339
687867395,25123,3,0,1,711332387
687867396,25123,4,0,1,711336483
687867397,25123,5,0,1,711340579
687867398,25123,6,0,1,711283235
687867399,25123,7,0,1,711291427
687867400,25124,1,0,1,711070244
687867401,25124,2,0,1,711074340
687867402,25124,3,0,1,711332388
687867403,25124,4,0,1,711336484
687867404,25124,5,0,1,711340580
687867405,25124,6,0,1,711287332
687867406,25124,7,0,1,711291428
687867407,25137,1,0,1,711070497
687867408,25137,2,0,1,711074593
687867409,25137,3,0,1,711332641
687867410,25137,4,0,1,711336737
687867411,25137,5,0,1,711340833
687867412,25137,6,0,1,711267105
687867413,25137,7,0,1,711291681
687867414,25138,1,0,1,711070498
687867415,25138,2,0,1,711074594
687867416,25138,3,0,1,711332642
687867417,25138,4,0,1,711336738
687867418,25138,5,0,1,711340834
687867419,25138,6,0,1,711275298
687867420,25138,7,0,1,711291682
687867421,25139,1,0,1,711070499
687867422,25139,2,0,1,711074595
687867423,25139,3,0,1,711332643
687867424,25139,4,0,1,711336739
687867425,25139,5,0,1,711340835
687867426,25139,6,0,1,711283491
687867427,25139,7,0,1,711291683
687867428,25140,1,0,1,711070500
687867429,25140,2,0,1,711074596
687867430,25140,3,0,1,711332644
687867431,25140,4,0,1,711336740
687867432,25140,5,0,1,711340836
687867433,25140,6,0,1,711287588
687867434,25140,7,0,1,711291684
687867435,25153,1,0,1,711070753
687867436,25153,2,0,1,711074849
687867437,25153,3,0,1,711332897
687867438,25153,4,0,1,711336993
687867439,25153,5,0,1,711341089
687867440,25153,6,0,1,711267361
687867441,25153,7,0,1,711291937
687867442,25154,1,0,1,711070754
687867443,25154,2,0,1,711074850
687867444,25154,3,0,1,711332898
687867445,25154,4,0,1,711336994
687867446,25154,5,0,1,711341090
687867447,25154,6,0,1,711275554
687867448,25154,7,0,1,711291938
687867449,25155,1,0,1,711070755
687867450,25155,2,0,1,711074851
687867451,25155,3,0,1,711332899
687867452,25155,4,0,1,711336995
687867453,25155,5,0,1,711341091
687867454,25155,6,0,1,711283747
687867455,25155,7,0,1,711291939
687867456,25156,1,0,1,711070756
687867457,25156,2,0,1,711074852
687867458,25156,3,0,1,711332900
687867459,25156,4,0,1,711336996
687867460,25156,5,0,1,711341092
687867461,25156,6,0,1,711287844
687867462,25156,7,0,1,711291940
687867463,25361,1,0,1,711405873
687867464,25361,2,0,1,711397681
687867465,25361,3,0,1,711414065
687867466,25361,4,0,1,711438641
687867467,25361,5,0,1,711434545
687867468,25361,6,0,1,711266609
687867469,25361,7,0,1,711291185
687867470,25362,1,0,1,711405874
687867471,25362,2,0,1,711397682
687867472,25362,3,0,1,711414066
687867473,25362,4,0,1,711438642
687867474,25362,5,0,1,711434546
687867475,25362,6,0,1,711274802
687867476,25362,7,0,1,711291186
687867477,25363,1,0,1,711405875
687867478,25363,2,0,1,711397683
687867479,25363,3,0,1,711414067
687867480,25363,4,0,1,711438643
687867481,25363,5,0,1,711434547
687867482,25363,6,0,1,711282995
687867483,25363,7,0,1,711291187
687867484,25364,1,0,1,711405876
687867485,25364,2,0,1,711397684
687867486,25364,3,0,1,711414068
687867487,25364,4,0,1,711438644
687867488,25364,5,0,1,711434548
687867489,25364,6,0,1,711287092
687867490,25364,7,0,1,711291188
687867491,25377,1,0,1,711406129
687867492,25377,2,0,1,711397937
687867493,25377,3,0,1,711414321
687867494,25377,4,0,1,711438897
687867495,25377,5,0,1,711434801
687867496,25377,6,0,1,711266865
687867497,25377,7,0,1,711291441
687867498,25378,1,0,1,711406130
687867499,25378,2,0,1,711397938
687867500,25378,3,0,1,711414322
687867501,25378,4,0,1,711438898
687867502,25378,5,0,1,711434802
687867503,25378,6,0,1,711275058
687867504,25378,7,0,1,711291442
687867505,25379,1,0,1,711406131
687867506,25379,2,0,1,711397939
687867507,25379,3,0,1,711414323
687867508,25379,4,0,1,711438899
687867509,25379,5,0,1,711434803
687867510,25379,6,0,1,711283251
687867511,25379,7,0,1,711291443
687867512,25380,1,0,1,711406132
687867513,25380,2,0,1,711397940
687867514,25380,3,0,1,711414324
687867515,25380,4,0,1,711438900
687867516,25380,5,0,1,711434804
687867517,25380,6,0,1,711287348
687867518,25380,7,0,1,711291444
687867519,25393,1,0,1,711406385
687867520,25393,2,0,1,711398193
