PrimaryKey,NameKey,DescKey,ContentsForGetKey00,ContentsForGetKey01,ContentsForGetKey02,ContentsForGetKey03,ContentsForGetKey04,ContentsForGetKey05,ContentsForGetKey06,ContentsForGetKey07,ContentsForGetKey08,ContentsForGetKey09,ContentsForUseKey00,ContentsForUseKey01,ContentsForUseKey02,ContentsForUseKey03,ContentsForUseKey04,ContentsForUseKey05,ContentsForUseKey06,ContentsForUseKey07,ContentsForUseKey08,ContentsForUseKey09,Type,SubType,Grade,icon,IconSymbol,Prefab,MaxStackCount
576344065,1879048443,1895825659,1930428428,1930428431,0,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,5,ICON_MATERIAL_PART_SR_01,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_01,999999999
577392641,1879048443,1895825659,1930428428,1930428431,0,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,6,ICON_MATERIAL_PART_SR_01,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_01,999999999
573198338,1879048444,1895825660,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,2,ICON_MATERIAL_PART_SR_02,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_02,999999999
574246914,1879048444,1895825660,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,3,ICON_MATERIAL_PART_SR_02,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_02,999999999
575295490,1879048444,1895825660,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,4,ICON_MATERIAL_PART_SR_02,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_02,999999999
576344066,1879048444,1895825660,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,5,ICON_MATERIAL_PART_SR_02,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_02,999999999
577392642,1879048444,1895825660,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,6,ICON_MATERIAL_PART_SR_02,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_02,999999999
574246915,1879048445,1895825661,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,3,ICON_MATERIAL_PART_SR_03,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_03,999999999
575295491,1879048445,1895825661,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,4,ICON_MATERIAL_PART_SR_03,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_03,999999999
576344067,1879048445,1895825661,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,5,ICON_MATERIAL_PART_SR_03,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_03,999999999
577392643,1879048445,1895825661,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,6,ICON_MATERIAL_PART_SR_03,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_03,999999999
575295492,1879048446,1895825662,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,4,ICON_MATERIAL_PART_SR_04,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_04,999999999
576344068,1879048446,1895825662,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,5,ICON_MATERIAL_PART_SR_04,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_04,999999999
577392644,1879048446,1895825662,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477044,1931477054,0,0,0,0,0,0,0,0,10,5,6,ICON_MATERIAL_PART_SR_04,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SR_04,999999999
572153857,1879048450,1895825666,1930428428,1930428431,0,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,1,ICON_MATERIAL_PART_SG_01,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_01,999999999
573202433,1879048450,1895825666,1930428428,1930428431,0,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,2,ICON_MATERIAL_PART_SG_01,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_01,999999999
574251009,1879048450,1895825666,1930428428,1930428431,0,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,3,ICON_MATERIAL_PART_SG_01,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_01,999999999
575299585,1879048450,1895825666,1930428428,1930428431,0,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,4,ICON_MATERIAL_PART_SG_01,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_01,999999999
576348161,1879048450,1895825666,1930428428,1930428431,0,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,5,ICON_MATERIAL_PART_SG_01,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_01,999999999
577396737,1879048450,1895825666,1930428428,1930428431,0,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,6,ICON_MATERIAL_PART_SG_01,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_01,999999999
573202434,1879048451,1895825667,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,2,ICON_MATERIAL_PART_SG_02,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_02,999999999
574251010,1879048451,1895825667,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,3,ICON_MATERIAL_PART_SG_02,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_02,999999999
575299586,1879048451,1895825667,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,4,ICON_MATERIAL_PART_SG_02,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_02,999999999
576348162,1879048451,1895825667,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,5,ICON_MATERIAL_PART_SG_02,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_02,999999999
577396738,1879048451,1895825667,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,6,ICON_MATERIAL_PART_SG_02,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_02,999999999
574251011,1879048452,1895825668,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,3,ICON_MATERIAL_PART_SG_03,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_03,999999999
575299587,1879048452,1895825668,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,4,ICON_MATERIAL_PART_SG_03,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_03,999999999
576348163,1879048452,1895825668,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,5,ICON_MATERIAL_PART_SG_03,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_03,999999999
577396739,1879048452,1895825668,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,6,ICON_MATERIAL_PART_SG_03,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_03,999999999
575299588,1879048453,1895825669,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,4,ICON_MATERIAL_PART_SG_04,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_04,999999999
576348164,1879048453,1895825669,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,5,ICON_MATERIAL_PART_SG_04,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_04,999999999
577396740,1879048453,1895825669,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477045,1931477054,0,0,0,0,0,0,0,0,10,6,6,ICON_MATERIAL_PART_SG_04,ICON_MATERIAL_PART,ITEM_MATERIAL_PART_SG_04,999999999
571936769,1879048525,1895825682,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,1,ICON_MATERIAL_GEARPART_HEAD_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_01,999999999
572985345,1879048525,1895825682,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,2,ICON_MATERIAL_GEARPART_HEAD_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_01,999999999
574033921,1879048525,1895825682,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,3,ICON_MATERIAL_GEARPART_HEAD_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_01,999999999
575082497,1879048525,1895825682,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,4,ICON_MATERIAL_GEARPART_HEAD_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_01,999999999
576131073,1879048525,1895825682,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,5,ICON_MATERIAL_GEARPART_HEAD_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_01,999999999
577179649,1879048525,1895825682,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,6,ICON_MATERIAL_GEARPART_HEAD_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_01,999999999
572985346,1879048526,1895825683,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,2,ICON_MATERIAL_GEARPART_HEAD_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_02,999999999
574033922,1879048526,1895825683,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,3,ICON_MATERIAL_GEARPART_HEAD_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_02,999999999
575082498,1879048526,1895825683,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,4,ICON_MATERIAL_GEARPART_HEAD_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_02,999999999
576131074,1879048526,1895825683,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,5,ICON_MATERIAL_GEARPART_HEAD_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_02,999999999
577179650,1879048526,1895825683,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,6,ICON_MATERIAL_GEARPART_HEAD_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_02,999999999
574033923,1879048527,1895825684,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,3,ICON_MATERIAL_GEARPART_HEAD_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_03,999999999
575082499,1879048527,1895825684,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,4,ICON_MATERIAL_GEARPART_HEAD_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_03,999999999
576131075,1879048527,1895825684,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,5,ICON_MATERIAL_GEARPART_HEAD_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_03,999999999
577179651,1879048527,1895825684,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,6,ICON_MATERIAL_GEARPART_HEAD_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_03,999999999
575082500,1879048528,1895825685,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,4,ICON_MATERIAL_GEARPART_HEAD_04,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_04,999999999
576131076,1879048528,1895825685,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,5,ICON_MATERIAL_GEARPART_HEAD_04,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_04,999999999
577179652,1879048528,1895825685,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477048,1931477054,0,0,0,0,0,0,0,0,7,1,6,ICON_MATERIAL_GEARPART_HEAD_04,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HEAD_04,999999999
571940865,1879048532,1895825689,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,1,ICON_MATERIAL_GEARPART_UPPER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_01,999999999
572989441,1879048532,1895825689,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,2,ICON_MATERIAL_GEARPART_UPPER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_01,999999999
574038017,1879048532,1895825689,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,3,ICON_MATERIAL_GEARPART_UPPER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_01,999999999
575086593,1879048532,1895825689,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,4,ICON_MATERIAL_GEARPART_UPPER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_01,999999999
576135169,1879048532,1895825689,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,5,ICON_MATERIAL_GEARPART_UPPER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_01,999999999
577183745,1879048532,1895825689,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,6,ICON_MATERIAL_GEARPART_UPPER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_01,999999999
572989442,1879048533,1895825690,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,2,ICON_MATERIAL_GEARPART_UPPER_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_02,999999999
574038018,1879048533,1895825690,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,3,ICON_MATERIAL_GEARPART_UPPER_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_02,999999999
575086594,1879048533,1895825690,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,4,ICON_MATERIAL_GEARPART_UPPER_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_02,999999999
576135170,1879048533,1895825690,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,5,ICON_MATERIAL_GEARPART_UPPER_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_02,999999999
577183746,1879048533,1895825690,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,6,ICON_MATERIAL_GEARPART_UPPER_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_02,999999999
574038019,1879048534,1895825691,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,3,ICON_MATERIAL_GEARPART_UPPER_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_03,999999999
575086595,1879048534,1895825691,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,4,ICON_MATERIAL_GEARPART_UPPER_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_03,999999999
576135171,1879048534,1895825691,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,5,ICON_MATERIAL_GEARPART_UPPER_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_03,999999999
577183747,1879048534,1895825691,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,6,ICON_MATERIAL_GEARPART_UPPER_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_03,999999999
575086596,1879048535,1895825692,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,4,ICON_MATERIAL_GEARPART_UPPER_04,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_04,999999999
576135172,1879048535,1895825692,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,5,ICON_MATERIAL_GEARPART_UPPER_04,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_04,999999999
577183748,1879048535,1895825692,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477049,1931477054,0,0,0,0,0,0,0,0,7,2,6,ICON_MATERIAL_GEARPART_UPPER_04,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_UPPER_04,999999999
571944961,1879048539,1895825696,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,1,ICON_MATERIAL_GEARPART_HANDS_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_01,999999999
572993537,1879048539,1895825696,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,2,ICON_MATERIAL_GEARPART_HANDS_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_01,999999999
574042113,1879048539,1895825696,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,3,ICON_MATERIAL_GEARPART_HANDS_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_01,999999999
575090689,1879048539,1895825696,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,4,ICON_MATERIAL_GEARPART_HANDS_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_01,999999999
576139265,1879048539,1895825696,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,5,ICON_MATERIAL_GEARPART_HANDS_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_01,999999999
577187841,1879048539,1895825696,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,6,ICON_MATERIAL_GEARPART_HANDS_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_01,999999999
572993538,1879048540,1895825697,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,2,ICON_MATERIAL_GEARPART_HANDS_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_02,999999999
574042114,1879048540,1895825697,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,3,ICON_MATERIAL_GEARPART_HANDS_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_02,999999999
575090690,1879048540,1895825697,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,4,ICON_MATERIAL_GEARPART_HANDS_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_02,999999999
576139266,1879048540,1895825697,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,5,ICON_MATERIAL_GEARPART_HANDS_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_02,999999999
577187842,1879048540,1895825697,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,6,ICON_MATERIAL_GEARPART_HANDS_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_02,999999999
574042115,1879048541,1895825698,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,3,ICON_MATERIAL_GEARPART_HANDS_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_03,999999999
575090691,1879048541,1895825698,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,4,ICON_MATERIAL_GEARPART_HANDS_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_03,999999999
576139267,1879048541,1895825698,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,5,ICON_MATERIAL_GEARPART_HANDS_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_03,999999999
577187843,1879048541,1895825698,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,6,ICON_MATERIAL_GEARPART_HANDS_03,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_03,999999999
575090692,1879048542,1895825699,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,4,ICON_MATERIAL_GEARPART_HANDS_04,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_04,999999999
576139268,1879048542,1895825699,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,5,ICON_MATERIAL_GEARPART_HANDS_04,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_04,999999999
577187844,1879048542,1895825699,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477050,1931477054,0,0,0,0,0,0,0,0,7,3,6,ICON_MATERIAL_GEARPART_HANDS_04,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_HANDS_04,999999999
571949057,1879048546,1895825703,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477051,1931477054,0,0,0,0,0,0,0,0,7,4,1,ICON_MATERIAL_GEARPART_LOWER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_LOWER_01,999999999
572997633,1879048546,1895825703,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477051,1931477054,0,0,0,0,0,0,0,0,7,4,2,ICON_MATERIAL_GEARPART_LOWER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_LOWER_01,999999999
574046209,1879048546,1895825703,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477051,1931477054,0,0,0,0,0,0,0,0,7,4,3,ICON_MATERIAL_GEARPART_LOWER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_LOWER_01,999999999
575094785,1879048546,1895825703,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477051,1931477054,0,0,0,0,0,0,0,0,7,4,4,ICON_MATERIAL_GEARPART_LOWER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_LOWER_01,999999999
576143361,1879048546,1895825703,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477051,1931477054,0,0,0,0,0,0,0,0,7,4,5,ICON_MATERIAL_GEARPART_LOWER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_LOWER_01,999999999
577191937,1879048546,1895825703,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477051,1931477054,0,0,0,0,0,0,0,0,7,4,6,ICON_MATERIAL_GEARPART_LOWER_01,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_LOWER_01,999999999
572997634,1879048547,1895825704,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477051,1931477054,0,0,0,0,0,0,0,0,7,4,2,ICON_MATERIAL_GEARPART_LOWER_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_LOWER_02,999999999
574046210,1879048547,1895825704,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477051,1931477054,0,0,0,0,0,0,0,0,7,4,3,ICON_MATERIAL_GEARPART_LOWER_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_LOWER_02,999999999
575094786,1879048547,1895825704,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477051,1931477054,0,0,0,0,0,0,0,0,7,4,4,ICON_MATERIAL_GEARPART_LOWER_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_LOWER_02,999999999
576143362,1879048547,1895825704,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477051,1931477054,0,0,0,0,0,0,0,0,7,4,5,ICON_MATERIAL_GEARPART_LOWER_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_LOWER_02,999999999
577191938,1879048547,1895825704,1930428428,1930428431,1930428436,0,0,0,0,0,0,0,1931477051,1931477054,0,0,0,0,0,0,0,0,7,4,6,ICON_MATERIAL_GEARPART_LOWER_02,ICON_MATERIAL_GEARPART,ITEM_MATERIAL_GEARPART_LOWER_02,999999999
