PrimaryKey,Lv,Exp,HP,DP,RewardCharacterKey,RewardWeaponKey,RewardItemKey00,RewardItemCount00,RewardItemKey01,RewardItemCount01,RewardItemKey02,RewardItemCount02,RewardItemKey03,RewardItemCount03,RewardItemKey04,RewardItemCount04,RewardItemKey05,RewardItemCount05,RewardItemKey06,RewardItemCount06,RewardItemKey07,RewardItemCount07,StandardNPCLevel,TargetQuestPoint,QuestRewardsKey00,QuestRewardsCount00,QuestRewardsKey01,QuestRewardsCount01,BonusTargetPoint,Standard,BonusMaintain,BonusChapterMaintain
16777381,165,1500,8300,610,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1925,120,572198913,10,572203009,10,120,1925,1800000,60000
16777382,166,1508,8350,614,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1930,120,572198913,10,572203009,10,120,1930,1800000,60000
16777383,167,1516,8400,617,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1935,120,572198913,10,572203009,10,120,1935,1800000,60000
16777384,168,1524,8450,621,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1940,120,572198913,10,572203009,10,120,1940,1800000,60000
16777385,169,1532,8500,625,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1945,120,572198913,10,572203009,10,120,1945,1800000,60000
16777386,170,1540,8550,629,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1950,120,572198913,10,572203009,10,120,1950,1800000,60000
16777387,171,1548,8600,632,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1955,120,572198913,10,572203009,10,120,1955,1800000,60000
16777388,172,1556,8650,636,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1960,120,572198913,10,572203009,10,120,1960,1800000,60000
16777389,173,1565,8700,640,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1965,120,572198913,10,572203009,10,120,1965,1800000,60000
16777390,174,1573,8750,643,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1970,120,572198913,10,572203009,10,120,1970,1800000,60000
16777391,175,1581,8800,647,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1975,120,572198913,10,572203009,10,120,1975,1800000,60000
16777392,176,1589,8850,651,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1980,120,572198913,10,572203009,10,120,1980,1800000,60000
16777393,177,1597,8900,654,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1985,120,572198913,10,572203009,10,120,1985,1800000,60000
16777394,178,1605,8950,658,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1990,120,572198913,10,572203009,10,120,1990,1800000,60000
16777395,179,1613,9000,662,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,1995,120,572198913,10,572203009,10,120,1995,1800000,60000
16777396,180,1621,9050,666,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2000,120,572198913,10,572203009,10,120,2000,1800000,60000
16777397,181,1629,9100,669,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2005,120,572198913,10,572203009,10,120,2005,1800000,60000
16777398,182,1637,9150,673,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2010,120,572198913,10,572203009,10,120,2010,1800000,60000
16777399,183,1645,9200,677,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2015,120,572198913,10,572203009,10,120,2015,1800000,60000
16777400,184,1653,9250,680,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2020,120,572198913,10,572203009,10,120,2020,1800000,60000
16777401,185,1661,9300,684,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2025,120,572198913,10,572203009,10,120,2025,1800000,60000
16777402,186,1669,9350,688,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2030,120,572198913,10,572203009,10,120,2030,1800000,60000
16777403,187,1677,9400,691,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2035,120,572198913,10,572203009,10,120,2035,1800000,60000
16777404,188,1685,9450,695,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2040,120,572198913,10,572203009,10,120,2040,1800000,60000
16777405,189,1693,9500,699,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2045,120,572198913,10,572203009,10,120,2045,1800000,60000
16777406,190,1701,9550,703,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2050,120,572198913,10,572203009,10,120,2050,1800000,60000
16777407,191,1709,9600,706,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2055,120,572198913,10,572203009,10,120,2055,1800000,60000
16777408,192,1717,9650,710,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2060,120,572198913,10,572203009,10,120,2060,1800000,60000
16777409,193,1725,9700,714,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2065,120,572198913,10,572203009,10,120,2065,1800000,60000
16777410,194,1733,9750,717,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2070,120,572198913,10,572203009,10,120,2070,1800000,60000
16777411,195,1741,9800,721,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2075,120,572198913,10,572203009,10,120,2075,1800000,60000
16777412,196,1749,9850,725,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2080,120,572198913,10,572203009,10,120,2080,1800000,60000
16777413,197,1757,9900,728,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2085,120,572198913,10,572203009,10,120,2085,1800000,60000
16777414,198,1765,9950,732,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2090,120,572198913,10,572203009,10,120,2090,1800000,60000
16777415,199,1773,10000,736,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2095,120,572198913,10,572203009,10,120,2095,1800000,60000
16777416,200,1781,10050,740,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2100,120,572198913,10,572203009,10,120,2100,1800000,60000
16777417,201,1789,10100,743,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2105,120,572198913,10,572203009,10,120,2105,1800000,60000
16777418,202,1796,10150,747,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2110,120,572198913,10,572203009,10,120,2110,1800000,60000
16777419,203,1804,10200,751,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2115,120,572198913,10,572203009,10,120,2115,1800000,60000
16777420,204,1812,10250,754,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2120,120,572198913,10,572203009,10,120,2120,1800000,60000
16777421,205,1820,10300,758,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2125,120,572198913,10,572203009,10,120,2125,1800000,60000
16777422,206,1828,10350,762,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2130,120,572198913,10,572203009,10,120,2130,1800000,60000
16777423,207,1836,10400,765,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2135,120,572198913,10,572203009,10,120,2135,1800000,60000
16777424,208,1844,10450,769,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2140,120,572198913,10,572203009,10,120,2140,1800000,60000
16777425,209,1852,10500,773,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2145,120,572198913,10,572203009,10,120,2145,1800000,60000
16777426,210,1860,10550,777,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2150,120,572198913,10,572203009,10,120,2150,1800000,60000
16777427,211,1868,10600,780,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2155,120,572198913,10,572203009,10,120,2155,1800000,60000
16777428,212,1876,10650,784,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2160,120,572198913,10,572203009,10,120,2160,1800000,60000
16777429,213,1884,10700,788,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2165,120,572198913,10,572203009,10,120,2165,1800000,60000
16777430,214,1891,10750,791,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2170,120,572198913,10,572203009,10,120,2170,1800000,60000
16777431,215,1899,10800,795,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2175,120,572198913,10,572203009,10,120,2175,1800000,60000
16777432,216,1907,10850,799,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2180,120,572198913,10,572203009,10,120,2180,1800000,60000
16777433,217,1915,10900,802,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2185,120,572198913,10,572203009,10,120,2185,1800000,60000
16777434,218,1923,10950,806,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2190,120,572198913,10,572203009,10,120,2190,1800000,60000
16777435,219,1931,11000,810,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2195,120,572198913,10,572203009,10,120,2195,1800000,60000
16777436,220,1939,11050,814,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2200,120,572198913,10,572203009,10,120,2200,1800000,60000
16777437,221,1947,11100,817,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2205,120,572198913,10,572203009,10,120,2205,1800000,60000
16777438,222,1955,11150,821,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2210,120,572198913,10,572203009,10,120,2210,1800000,60000
16777439,223,1962,11200,825,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2215,120,572198913,10,572203009,10,120,2215,1800000,60000
16777440,224,1970,11250,828,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2220,120,572198913,10,572203009,10,120,2220,1800000,60000
16777441,225,1978,11300,832,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2225,120,572198913,10,572203009,10,120,2225,1800000,60000
16777442,226,1986,11350,836,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2230,120,572198913,10,572203009,10,120,2230,1800000,60000
16777443,227,1994,11400,839,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2235,120,572198913,10,572203009,10,120,2235,1800000,60000
16777444,228,2002,11450,843,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2240,120,572198913,10,572203009,10,120,2240,1800000,60000
16777445,229,2010,11500,847,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2245,120,572198913,10,572203009,10,120,2245,1800000,60000
16777446,230,2017,11550,851,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2250,120,572198913,10,572203009,10,120,2250,1800000,60000
16777447,231,2025,11600,854,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2255,120,572198913,10,572203009,10,120,2255,1800000,60000
16777448,232,2033,11650,858,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2260,120,572198913,10,572203009,10,120,2260,1800000,60000
16777449,233,2041,11700,862,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2265,120,572198913,10,572203009,10,120,2265,1800000,60000
16777450,234,2049,11750,865,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2270,120,572198913,10,572203009,10,120,2270,1800000,60000
16777451,235,2056,11800,869,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2275,120,572198913,10,572203009,10,120,2275,1800000,60000
16777452,236,2064,11850,873,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2280,120,572198913,10,572203009,10,120,2280,1800000,60000
16777453,237,2072,11900,876,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2285,120,572198913,10,572203009,10,120,2285,1800000,60000
16777454,238,2080,11950,880,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2290,120,572198913,10,572203009,10,120,2290,1800000,60000
16777455,239,2088,12000,884,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2295,120,572198913,10,572203009,10,120,2295,1800000,60000
16777456,240,2096,12050,888,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2300,120,572198913,10,572203009,10,120,2300,1800000,60000
16777457,241,2103,12100,891,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2305,120,572198913,10,572203009,10,120,2305,1800000,60000
16777458,242,2111,12150,895,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2310,120,572198913,10,572203009,10,120,2310,1800000,60000
16777459,243,2119,12200,899,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2315,120,572198913,10,572203009,10,120,2315,1800000,60000
16777460,244,2127,12250,902,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2320,120,572198913,10,572203009,10,120,2320,1800000,60000
16777461,245,2135,12300,906,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2325,120,572198913,10,572203009,10,120,2325,1800000,60000
16777462,246,2142,12350,910,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2330,120,572198913,10,572203009,10,120,2330,1800000,60000
16777463,247,2150,12400,913,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2335,120,572198913,10,572203009,10,120,2335,1800000,60000
16777464,248,2158,12450,917,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2340,120,572198913,10,572203009,10,120,2340,1800000,60000
16777465,249,2166,12500,921,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2345,120,572198913,10,572203009,10,120,2345,1800000,60000
16777466,250,2173,12550,925,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2350,120,572198913,10,572203009,10,120,2350,1800000,60000
16777467,251,2181,12600,928,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2355,120,572198913,10,572203009,10,120,2355,1800000,60000
16777468,252,2189,12650,932,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2360,120,572198913,10,572203009,10,120,2360,1800000,60000
16777469,253,2197,12700,936,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2365,120,572198913,10,572203009,10,120,2365,1800000,60000
16777470,254,2204,12750,939,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2370,120,572198913,10,572203009,10,120,2370,1800000,60000
16777471,255,2212,12800,943,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2375,120,572198913,10,572203009,10,120,2375,1800000,60000
16777472,256,2220,12850,947,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2380,120,572198913,10,572203009,10,120,2380,1800000,60000
16777473,257,2228,12900,950,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2385,120,572198913,10,572203009,10,120,2385,1800000,60000
16777474,258,2236,12950,954,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2390,120,572198913,10,572203009,10,120,2390,1800000,60000
16777475,259,2243,13000,958,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2395,120,572198913,10,572203009,10,120,2395,1800000,60000
16777476,260,2251,13050,962,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2400,120,572198913,10,572203009,10,120,2400,1800000,60000
16777477,261,2259,13100,965,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2405,120,572198913,10,572203009,10,120,2405,1800000,60000
16777478,262,2266,13150,969,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2410,120,572198913,10,572203009,10,120,2410,1800000,60000
16777479,263,2274,13200,973,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2415,120,572198913,10,572203009,10,120,2415,1800000,60000
16777480,264,2282,13250,976,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2420,120,572198913,10,572203009,10,120,2420,1800000,60000
16777481,265,2290,13300,980,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2425,120,572198913,10,572203009,10,120,2425,1800000,60000
16777482,266,2297,13350,984,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2430,120,572198913,10,572203009,10,120,2430,1800000,60000
16777483,267,2305,13400,987,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2435,120,572198913,10,572203009,10,120,2435,1800000,60000
16777484,268,2313,13450,991,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2440,120,572198913,10,572203009,10,120,2440,1800000,60000
16777485,269,2321,13500,995,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2445,120,572198913,10,572203009,10,120,2445,1800000,60000
16777486,270,2328,13550,999,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2450,120,572198913,10,572203009,10,120,2450,1800000,60000
16777487,271,2336,13600,1002,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2455,120,572198913,10,572203009,10,120,2455,1800000,60000
16777488,272,2344,13650,1006,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2460,120,572198913,10,572203009,10,120,2460,1800000,60000
16777489,273,2351,13700,1010,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2465,120,572198913,10,572203009,10,120,2465,1800000,60000
16777490,274,2359,13750,1013,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2470,120,572198913,10,572203009,10,120,2470,1800000,60000
16777491,275,2367,13800,1017,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2475,120,572198913,10,572203009,10,120,2475,1800000,60000
16777492,276,2374,13850,1021,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2480,120,572198913,10,572203009,10,120,2480,1800000,60000
16777493,277,2382,13900,1024,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2485,120,572198913,10,572203009,10,120,2485,1800000,60000
16777494,278,2390,13950,1028,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2490,120,572198913,10,572203009,10,120,2490,1800000,60000
16777495,279,2398,14000,1032,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2495,120,572198913,10,572203009,10,120,2495,1800000,60000
16777496,280,2405,14050,1036,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2500,120,572198913,10,572203009,10,120,2500,1800000,60000
16777497,281,2413,14100,1039,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2505,120,572198913,10,572203009,10,120,2505,1800000,60000
16777498,282,2421,14150,1043,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2510,120,572198913,10,572203009,10,120,2510,1800000,60000
16777499,283,2428,14200,1047,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2515,120,572198913,10,572203009,10,120,2515,1800000,60000
16777500,284,2436,14250,1050,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2520,120,572198913,10,572203009,10,120,2520,1800000,60000
16777501,285,2444,14300,1054,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2525,120,572198913,10,572203009,10,120,2525,1800000,60000
16777502,286,2451,14350,1058,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2530,120,572198913,10,572203009,10,120,2530,1800000,60000
16777503,287,2459,14400,1061,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2535,120,572198913,10,572203009,10,120,2535,1800000,60000
16777504,288,2467,14450,1065,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2540,120,572198913,10,572203009,10,120,2540,1800000,60000
16777505,289,2474,14500,1069,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2545,120,572198913,10,572203009,10,120,2545,1800000,60000
16777506,290,2482,14550,1073,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2550,120,572198913,10,572203009,10,120,2550,1800000,60000
16777507,291,2490,14600,1076,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2555,120,572198913,10,572203009,10,120,2555,1800000,60000
16777508,292,2497,14650,1080,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2560,120,572198913,10,572203009,10,120,2560,1800000,60000
16777509,293,2505,14700,1084,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2565,120,572198913,10,572203009,10,120,2565,1800000,60000
16777510,294,2513,14750,1087,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2570,120,572198913,10,572203009,10,120,2570,1800000,60000
16777511,295,2520,14800,1091,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2575,120,572198913,10,572203009,10,120,2575,1800000,60000
16777512,296,2528,14850,1095,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2580,120,572198913,10,572203009,10,120,2580,1800000,60000
16777513,297,2535,14900,1098,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2585,120,572198913,10,572203009,10,120,2585,1800000,60000
16777514,298,2543,14950,1102,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2590,120,572198913,10,572203009,10,120,2590,1800000,60000
16777515,299,2551,15000,1106,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2595,120,572198913,10,572203009,10,120,2595,1800000,60000
16777516,300,2558,15050,1110,0,0,572268545,5,572272641,500,0,0,0,0,0,0,0,0,0,0,0,0,2600,120,572198913,10,572203009,10,120,2600,1800000,60000
