PrimaryKey,Group,SelectionCount,SelectionType,SelectionFactor,RewardListGroup,ItemKey,Icon,MinCount,MaxCount
1610613990,3215185,2,0,1,2432700676,0,0,0,0
1610613991,3215185,2,0,1,2432700675,0,0,0,0
1610613992,3215185,2,0,50,17781007,0,0,0,0
1610613993,3280721,3,0,50,4353,0,0,0,0
1610613994,3280721,3,0,50,4609,0,0,0,0
1610613995,3280721,3,0,5,4354,0,0,0,0
1610613996,3280721,3,0,2,16781825,0,0,0,0
1610613997,3280721,3,0,20,2701136131,0,0,0,0
1610613998,3280721,3,0,1,2432700676,0,0,0,0
1610613999,3280721,3,0,1,2432700675,0,0,0,0
1610614000,3280721,3,0,20,17781007,0,0,0,0
1610614001,3346257,8,0,15,4353,0,0,0,0
1610614002,3346257,8,0,15,4609,0,0,0,0
1610614003,3346257,8,0,15,4865,0,0,0,0
1610614004,3346257,8,0,15,16782081,0,0,0,0
1610614005,3346257,8,0,15,16781825,0,0,0,0
1610614006,3346257,8,0,15,16781569,0,0,0,0
1610614007,3346257,8,0,15,2701136134,0,0,0,0
1610614008,3346257,8,0,1,2432700676,0,0,0,0
1610614009,3346257,8,0,1,2432700675,0,0,0,0
1610614010,3346257,8,0,30,17781007,0,0,0,0
1610614011,3215265,2,0,100,4353,0,0,0,0
1610614012,3215265,2,0,100,4609,0,0,0,0
1610614013,3215265,2,0,10,4354,0,0,0,0
1610614014,3215265,2,0,4,16781569,0,0,0,0
1610614015,3215265,2,0,50,2701136131,0,0,0,0
1610614016,3215265,2,0,1,2432700676,0,0,0,0
1610614017,3215265,2,0,1,2432700675,0,0,0,0
1610614018,3215265,2,0,50,17801487,0,0,0,0
1610614019,3280801,3,0,50,4353,0,0,0,0
1610614020,3280801,3,0,50,4609,0,0,0,0
1610614021,3280801,3,0,5,4354,0,0,0,0
1610614022,3280801,3,0,2,16781825,0,0,0,0
1610614023,3280801,3,0,20,2701136131,0,0,0,0
1610614024,3280801,3,0,1,2432700676,0,0,0,0
1610614025,3280801,3,0,1,2432700675,0,0,0,0
1610614026,3280801,3,0,20,17801487,0,0,0,0
1610614027,3346337,8,0,15,4353,0,0,0,0
1610614028,3346337,8,0,15,4609,0,0,0,0
1610614029,3346337,8,0,15,4865,0,0,0,0
1610614030,3346337,8,0,15,16782081,0,0,0,0
1610614031,3346337,8,0,15,16781825,0,0,0,0
1610614032,3346337,8,0,15,16781569,0,0,0,0
1610614033,3346337,8,0,15,2701136134,0,0,0,0
1610614034,3346337,8,0,1,2432700676,0,0,0,0
1610614035,3346337,8,0,1,2432700675,0,0,0,0
1610614036,3346337,8,0,30,17801487,0,0,0,0
1610614037,3215345,2,0,100,4353,0,0,0,0
1610614038,3215345,2,0,100,4609,0,0,0,0
1610614039,3215345,2,0,10,4354,0,0,0,0
1610614040,3215345,2,0,4,16781569,0,0,0,0
1610614041,3215345,2,0,50,2701136131,0,0,0,0
1610614042,3215345,2,0,1,2432700676,0,0,0,0
1610614043,3215345,2,0,1,2432700675,0,0,0,0
1610614044,3215345,2,0,50,17821967,0,0,0,0
1610614045,3280881,3,0,50,4353,0,0,0,0
1610614046,3280881,3,0,50,4609,0,0,0,0
1610614047,3280881,3,0,5,4354,0,0,0,0
1610614048,3280881,3,0,2,16781825,0,0,0,0
1610614049,3280881,3,0,20,2701136131,0,0,0,0
1610614050,3280881,3,0,1,2432700676,0,0,0,0
1610614051,3280881,3,0,1,2432700675,0,0,0,0
1610614052,3280881,3,0,20,17821967,0,0,0,0
1610614053,3346417,8,0,15,4353,0,0,0,0
1610614054,3346417,8,0,15,4609,0,0,0,0
1610614055,3346417,8,0,15,4865,0,0,0,0
1610614056,3346417,8,0,15,16782081,0,0,0,0
1610614057,3346417,8,0,15,16781825,0,0,0,0
1610614058,3346417,8,0,15,16781569,0,0,0,0
1610614059,3346417,8,0,15,2701136134,0,0,0,0
1610614060,3346417,8,0,1,2432700676,0,0,0,0
1610614061,3346417,8,0,1,2432700675,0,0,0,0
1610614062,3346417,8,0,30,17821967,0,0,0,0
1610614063,3215425,2,0,100,4353,0,0,0,0
1610614064,3215425,2,0,100,4609,0,0,0,0
1610614065,3215425,2,0,10,4354,0,0,0,0
1610614066,3215425,2,0,4,16781569,0,0,0,0
1610614067,3215425,2,0,50,2701136131,0,0,0,0
1610614068,3215425,2,0,1,2432700676,0,0,0,0
1610614069,3215425,2,0,1,2432700675,0,0,0,0
1610614070,3215425,2,0,50,17842447,0,0,0,0
1610614071,3280961,3,0,50,4353,0,0,0,0
1610614072,3280961,3,0,50,4609,0,0,0,0
1610614073,3280961,3,0,5,4354,0,0,0,0
1610614074,3280961,3,0,2,16781825,0,0,0,0
1610614075,3280961,3,0,20,2701136131,0,0,0,0
1610614076,3280961,3,0,1,2432700676,0,0,0,0
1610614077,3280961,3,0,1,2432700675,0,0,0,0
1610614078,3280961,3,0,20,17842447,0,0,0,0
1610614079,3346497,8,0,15,4353,0,0,0,0
1610614080,3346497,8,0,15,4609,0,0,0,0
1610614081,3346497,8,0,15,4865,0,0,0,0
1610614082,3346497,8,0,15,16782081,0,0,0,0
1610614083,3346497,8,0,15,16781825,0,0,0,0
1610614084,3346497,8,0,15,16781569,0,0,0,0
1610614085,3346497,8,0,15,2701136134,0,0,0,0
1610614086,3346497,8,0,1,2432700676,0,0,0,0
1610614087,3346497,8,0,1,2432700675,0,0,0,0
1610614088,3346497,8,0,30,17842447,0,0,0,0
1610614089,3215505,2,0,100,4353,0,0,0,0
1610614090,3215505,2,0,100,4609,0,0,0,0
1610614091,3215505,2,0,10,4354,0,0,0,0
1610614092,3215505,2,0,4,16781569,0,0,0,0
1610614093,3215505,2,0,50,2701136131,0,0,0,0
1610614094,3215505,2,0,1,2432700676,0,0,0,0
1610614095,3215505,2,0,1,2432700675,0,0,0,0
1610614096,3215505,2,0,50,17862927,0,0,0,0
1610614097,3281041,3,0,50,4353,0,0,0,0
1610614098,3281041,3,0,50,4609,0,0,0,0
1610614099,3281041,3,0,5,4354,0,0,0,0
1610614100,3281041,3,0,2,16781825,0,0,0,0
1610614101,3281041,3,0,20,2701136131,0,0,0,0
1610614102,3281041,3,0,1,2432700676,0,0,0,0
1610614103,3281041,3,0,1,2432700675,0,0,0,0
1610614104,3281041,3,0,20,17862927,0,0,0,0
1610614105,3346577,8,0,15,4353,0,0,0,0
1610614106,3346577,8,0,15,4609,0,0,0,0
1610614107,3346577,8,0,15,4865,0,0,0,0
1610614108,3346577,8,0,15,16782081,0,0,0,0
1610614109,3346577,8,0,15,16781825,0,0,0,0
1610614110,3346577,8,0,15,16781569,0,0,0,0
1610614111,3346577,8,0,15,2701136134,0,0,0,0
1610614112,3346577,8,0,1,2432700676,0,0,0,0
1610614113,3346577,8,0,1,2432700675,0,0,0,0
1610614114,3346577,8,0,30,17862927,0,0,0,0
1610614115,3215585,2,0,100,4353,0,0,0,0
1610614116,3215585,2,0,100,4609,0,0,0,0
1610614117,3215585,2,0,10,4354,0,0,0,0
1610614118,3215585,2,0,4,16781569,0,0,0,0
1610614119,3215585,2,0,50,2701136131,0,0,0,0
1610614120,3215585,2,0,1,2432700676,0,0,0,0
1610614121,3215585,2,0,1,2432700675,0,0,0,0
1610614122,3215585,2,0,50,17883407,0,0,0,0
1610614123,3281121,3,0,50,4353,0,0,0,0
1610614124,3281121,3,0,50,4609,0,0,0,0
1610614125,3281121,3,0,5,4354,0,0,0,0
1610614126,3281121,3,0,2,16781825,0,0,0,0
1610614127,3281121,3,0,20,2701136131,0,0,0,0
1610614128,3281121,3,0,1,2432700676,0,0,0,0
1610614129,3281121,3,0,1,2432700675,0,0,0,0
1610614130,3281121,3,0,20,17883407,0,0,0,0
1610614131,3346657,8,0,15,4353,0,0,0,0
1610614132,3346657,8,0,15,4609,0,0,0,0
1610614133,3346657,8,0,15,4865,0,0,0,0
1610614134,3346657,8,0,15,16782081,0,0,0,0
1610614135,3346657,8,0,15,16781825,0,0,0,0
1610614136,3346657,8,0,15,16781569,0,0,0,0
1610614137,3346657,8,0,15,2701136134,0,0,0,0
1610614138,3346657,8,0,1,2432700676,0,0,0,0
1610614139,3346657,8,0,1,2432700675,0,0,0,0
1610614140,3346657,8,0,30,17883407,0,0,0,0
1610614141,3215665,2,0,100,4353,0,0,0,0
1610614142,3215665,2,0,100,4609,0,0,0,0
1610614143,3215665,2,0,10,4354,0,0,0,0
1610614144,3215665,2,0,4,16781569,0,0,0,0
1610614145,3215665,2,0,50,2701136131,0,0,0,0
1610614146,3215665,2,0,1,2432700676,0,0,0,0
1610614147,3215665,2,0,1,2432700675,0,0,0,0
1610614148,3215665,2,0,50,17903887,0,0,0,0
1610614149,3281201,3,0,50,4353,0,0,0,0
1610614150,3281201,3,0,50,4609,0,0,0,0
1610614151,3281201,3,0,5,4354,0,0,0,0
1610614152,3281201,3,0,2,16781825,0,0,0,0
1610614153,3281201,3,0,20,2701136131,0,0,0,0
1610614154,3281201,3,0,1,2432700676,0,0,0,0
1610614155,3281201,3,0,1,2432700675,0,0,0,0
1610614156,3281201,3,0,20,17903887,0,0,0,0
1610614157,3346737,8,0,15,4353,0,0,0,0
1610614158,3346737,8,0,15,4609,0,0,0,0
1610614159,3346737,8,0,15,4865,0,0,0,0
1610614160,3346737,8,0,15,16782081,0,0,0,0
1610614161,3346737,8,0,15,16781825,0,0,0,0
1610614162,3346737,8,0,15,16781569,0,0,0,0
1610614163,3346737,8,0,15,2701136134,0,0,0,0
1610614164,3346737,8,0,1,2432700676,0,0,0,0
1610614165,3346737,8,0,1,2432700675,0,0,0,0
1610614166,3346737,8,0,30,17903887,0,0,0,0
1610614167,3215745,2,0,100,4353,0,0,0,0
1610614168,3215745,2,0,100,4609,0,0,0,0
1610614169,3215745,2,0,10,4354,0,0,0,0
1610614170,3215745,2,0,4,16781569,0,0,0,0
1610614171,3215745,2,0,50,2701136131,0,0,0,0
1610614172,3215745,2,0,1,2432700676,0,0,0,0
1610614173,3215745,2,0,1,2432700675,0,0,0,0
1610614174,3215745,2,0,50,17924367,0,0,0,0
1610614175,3281281,3,0,50,4353,0,0,0,0
1610614176,3281281,3,0,50,4609,0,0,0,0
1610614177,3281281,3,0,5,4354,0,0,0,0
1610614178,3281281,3,0,2,16781825,0,0,0,0
1610614179,3281281,3,0,20,2701136131,0,0,0,0
1610614180,3281281,3,0,1,2432700676,0,0,0,0
1610614181,3281281,3,0,1,2432700675,0,0,0,0
1610614182,3281281,3,0,20,17924367,0,0,0,0
1610614183,3346817,8,0,15,4353,0,0,0,0
1610614184,3346817,8,0,15,4609,0,0,0,0
1610614185,3346817,8,0,15,4865,0,0,0,0
1610614186,3346817,8,0,15,16782081,0,0,0,0
1610614187,3346817,8,0,15,16781825,0,0,0,0
1610614188,3346817,8,0,15,16781569,0,0,0,0
1610614189,3346817,8,0,15,2701136134,0,0,0,0
1610614190,3346817,8,0,1,2432700676,0,0,0,0
1610614191,3346817,8,0,1,2432700675,0,0,0,0
1610614192,3346817,8,0,30,17924367,0,0,0,0
1610614193,3215825,2,0,100,4353,0,0,0,0
1610614194,3215825,2,0,100,4609,0,0,0,0
1610614195,3215825,2,0,10,4354,0,0,0,0
1610614196,3215825,2,0,4,16781569,0,0,0,0
1610614197,3215825,2,0,50,2701136131,0,0,0,0
1610614198,3215825,2,0,1,2432700676,0,0,0,0
1610614199,3215825,2,0,1,2432700675,0,0,0,0
1610614200,3215825,2,0,50,17944847,0,0,0,0
1610614201,3281361,3,0,50,4353,0,0,0,0
1610614202,3281361,3,0,50,4609,0,0,0,0
1610614203,3281361,3,0,5,4354,0,0,0,0
1610614204,3281361,3,0,2,16781825,0,0,0,0
1610614205,3281361,3,0,20,2701136131,0,0,0,0
1610614206,3281361,3,0,1,2432700676,0,0,0,0
1610614207,3281361,3,0,1,2432700675,0,0,0,0
1610614208,3281361,3,0,20,17944847,0,0,0,0
1610614209,3346897,8,0,15,4353,0,0,0,0
1610614210,3346897,8,0,15,4609,0,0,0,0
1610614211,3346897,8,0,15,4865,0,0,0,0
1610614212,3346897,8,0,15,16782081,0,0,0,0
1610614213,3346897,8,0,15,16781825,0,0,0,0
1610614214,3346897,8,0,15,16781569,0,0,0,0
1610614215,3346897,8,0,15,2701136134,0,0,0,0
1610614216,3346897,8,0,1,2432700676,0,0,0,0
1610614217,3346897,8,0,1,2432700675,0,0,0,0
1610614218,3346897,8,0,30,17944847,0,0,0,0
1610614219,3215905,2,0,100,4353,0,0,0,0
1610614220,3215905,2,0,100,4609,0,0,0,0
1610614221,3215905,2,0,10,4354,0,0,0,0
1610614222,3215905,2,0,4,16781569,0,0,0,0
1610614223,3215905,2,0,50,2701136131,0,0,0,0
1610614224,3215905,2,0,1,2432700676,0,0,0,0
1610614225,3215905,2,0,1,2432700675,0,0,0,0
1610614226,3215905,2,0,50,17965327,0,0,0,0
1610614227,3281441,3,0,50,4353,0,0,0,0
1610614228,3281441,3,0,50,4609,0,0,0,0
1610614229,3281441,3,0,5,4354,0,0,0,0
1610614230,3281441,3,0,2,16781825,0,0,0,0
1610614231,3281441,3,0,20,2701136131,0,0,0,0
1610614232,3281441,3,0,1,2432700676,0,0,0,0
1610614233,3281441,3,0,1,2432700675,0,0,0,0
1610614234,3281441,3,0,20,17965327,0,0,0,0
1610614235,3346977,8,0,15,4353,0,0,0,0
1610614236,3346977,8,0,15,4609,0,0,0,0
1610614237,3346977,8,0,15,4865,0,0,0,0
1610614238,3346977,8,0,15,16782081,0,0,0,0
1610614239,3346977,8,0,15,16781825,0,0,0,0
1610614240,3346977,8,0,15,16781569,0,0,0,0
1610614241,3346977,8,0,15,2701136134,0,0,0,0
1610614242,3346977,8,0,1,2432700676,0,0,0,0
1610614243,3346977,8,0,1,2432700675,0,0,0,0
1610614244,3346977,8,0,30,17965327,0,0,0,0
1610614245,3215985,2,0,100,4353,0,0,0,0
1610614246,3215985,2,0,100,4609,0,0,0,0
1610614247,3215985,2,0,10,4354,0,0,0,0
1610614248,3215985,2,0,4,16781569,0,0,0,0
1610614249,3215985,2,0,50,2701136131,0,0,0,0
1610614250,3215985,2,0,1,2432700676,0,0,0,0
1610614251,3215985,2,0,1,2432700675,0,0,0,0
1610614252,3215985,2,0,50,17985807,0,0,0,0
1610614253,3281521,3,0,50,4353,0,0,0,0
1610614254,3281521,3,0,50,4609,0,0,0,0
1610614255,3281521,3,0,5,4354,0,0,0,0
1610614256,3281521,3,0,2,16781825,0,0,0,0
1610614257,3281521,3,0,20,2701136131,0,0,0,0
1610614258,3281521,3,0,1,2432700676,0,0,0,0
1610614259,3281521,3,0,1,2432700675,0,0,0,0
1610614260,3281521,3,0,20,17985807,0,0,0,0
1610614261,3347057,8,0,15,4353,0,0,0,0
1610614262,3347057,8,0,15,4609,0,0,0,0
1610614263,3347057,8,0,15,4865,0,0,0,0
1610614264,3347057,8,0,15,16782081,0,0,0,0
1610614265,3347057,8,0,15,16781825,0,0,0,0
1610614266,3347057,8,0,15,16781569,0,0,0,0
1610614267,3347057,8,0,15,2701136134,0,0,0,0
1610614268,3347057,8,0,1,2432700676,0,0,0,0
1610614269,3347057,8,0,1,2432700675,0,0,0,0
1610614270,3347057,8,0,30,17985807,0,0,0,0
1610614271,3216065,2,0,100,4353,0,0,0,0
1610614272,3216065,2,0,100,4609,0,0,0,0
1610614273,3216065,2,0,10,4354,0,0,0,0
1610614274,3216065,2,0,4,16781569,0,0,0,0
1610614275,3216065,2,0,50,2701136131,0,0,0,0
1610614276,3216065,2,0,1,2432700676,0,0,0,0
1610614277,3216065,2,0,1,2432700675,0,0,0,0
1610614278,3216065,2,0,50,18006287,0,0,0,0
1610614279,3281601,3,0,50,4353,0,0,0,0
1610614280,3281601,3,0,50,4609,0,0,0,0
1610614281,3281601,3,0,5,4354,0,0,0,0
1610614282,3281601,3,0,2,16781825,0,0,0,0
1610614283,3281601,3,0,20,2701136131,0,0,0,0
1610614284,3281601,3,0,1,2432700676,0,0,0,0
1610614285,3281601,3,0,1,2432700675,0,0,0,0
1610614286,3281601,3,0,20,18006287,0,0,0,0
1610614287,3347137,8,0,15,4353,0,0,0,0
1610614288,3347137,8,0,15,4609,0,0,0,0
1610614289,3347137,8,0,15,4865,0,0,0,0
1610614290,3347137,8,0,15,16782081,0,0,0,0
1610614291,3347137,8,0,15,16781825,0,0,0,0
1610614292,3347137,8,0,15,16781569,0,0,0,0
1610614293,3347137,8,0,15,2701136134,0,0,0,0
1610614294,3347137,8,0,1,2432700676,0,0,0,0
1610614295,3347137,8,0,1,2432700675,0,0,0,0
1610614296,3347137,8,0,30,18006287,0,0,0,0
1610614297,3216145,2,0,100,4353,0,0,0,0
1610614298,3216145,2,0,100,4609,0,0,0,0
1610614299,3216145,2,0,10,4354,0,0,0,0
1610614300,3216145,2,0,4,16781569,0,0,0,0
1610614301,3216145,2,0,50,2701136131,0,0,0,0
1610614302,3216145,2,0,1,2432700676,0,0,0,0
1610614303,3216145,2,0,1,2432700675,0,0,0,0
1610614304,3216145,2,0,50,18026767,0,0,0,0
1610614305,3281681,3,0,50,4353,0,0,0,0
1610614306,3281681,3,0,50,4609,0,0,0,0
1610614307,3281681,3,0,5,4354,0,0,0,0
1610614308,3281681,3,0,2,16781825,0,0,0,0
1610614309,3281681,3,0,20,2701136131,0,0,0,0
1610614310,3281681,3,0,1,2432700676,0,0,0,0
1610614311,3281681,3,0,1,2432700675,0,0,0,0
1610614312,3281681,3,0,20,18026767,0,0,0,0
1610614313,3347217,8,0,15,4353,0,0,0,0
1610614314,3347217,8,0,15,4609,0,0,0,0
1610614315,3347217,8,0,15,4865,0,0,0,0
1610614316,3347217,8,0,15,16782081,0,0,0,0
1610614317,3347217,8,0,15,16781825,0,0,0,0
1610614318,3347217,8,0,15,16781569,0,0,0,0
1610614319,3347217,8,0,15,2701136134,0,0,0,0
1610614320,3347217,8,0,1,2432700676,0,0,0,0
1610614321,3347217,8,0,1,2432700675,0,0,0,0
1610614322,3347217,8,0,30,18026767,0,0,0,0
1610614323,3216225,2,0,100,4353,0,0,0,0
1610614324,3216225,2,0,100,4609,0,0,0,0
1610614325,3216225,2,0,10,4354,0,0,0,0
1610614326,3216225,2,0,4,16781569,0,0,0,0
1610614327,3216225,2,0,50,2701136131,0,0,0,0
1610614328,3216225,2,0,1,2432700676,0,0,0,0
1610614329,3216225,2,0,1,2432700675,0,0,0,0
1610614330,3216225,2,0,50,18047247,0,0,0,0
1610614331,3281761,3,0,50,4353,0,0,0,0
1610614332,3281761,3,0,50,4609,0,0,0,0
1610614333,3281761,3,0,5,4354,0,0,0,0
1610614334,3281761,3,0,2,16781825,0,0,0,0
1610614335,3281761,3,0,20,2701136131,0,0,0,0
1610614336,3281761,3,0,1,2432700676,0,0,0,0
1610614337,3281761,3,0,1,2432700675,0,0,0,0
1610614338,3281761,3,0,20,18047247,0,0,0,0
1610614339,3347297,8,0,15,4353,0,0,0,0
1610614340,3347297,8,0,15,4609,0,0,0,0
1610614341,3347297,8,0,15,4865,0,0,0,0
1610614342,3347297,8,0,15,16782081,0,0,0,0
1610614343,3347297,8,0,15,16781825,0,0,0,0
1610614344,3347297,8,0,15,16781569,0,0,0,0
1610614345,3347297,8,0,15,2701136134,0,0,0,0
1610614346,3347297,8,0,1,2432700676,0,0,0,0
1610614347,3347297,8,0,1,2432700675,0,0,0,0
1610614348,3347297,8,0,30,18047247,0,0,0,0
1610614349,3216305,2,0,100,4353,0,0,0,0
1610614350,3216305,2,0,100,4609,0,0,0,0
1610614351,3216305,2,0,10,4354,0,0,0,0
1610614352,3216305,2,0,4,16781569,0,0,0,0
1610614353,3216305,2,0,50,2701136131,0,0,0,0
1610614354,3216305,2,0,1,2432700676,0,0,0,0
1610614355,3216305,2,0,1,2432700675,0,0,0,0
1610614356,3216305,2,0,50,18067727,0,0,0,0
1610614357,3281841,3,0,50,4353,0,0,0,0
1610614358,3281841,3,0,50,4609,0,0,0,0
1610614359,3281841,3,0,5,4354,0,0,0,0
1610614360,3281841,3,0,2,16781825,0,0,0,0
1610614361,3281841,3,0,20,2701136131,0,0,0,0
1610614362,3281841,3,0,1,2432700676,0,0,0,0
1610614363,3281841,3,0,1,2432700675,0,0,0,0
1610614364,3281841,3,0,20,18067727,0,0,0,0
1610614365,3347377,8,0,15,4353,0,0,0,0
1610614366,3347377,8,0,15,4609,0,0,0,0
1610614367,3347377,8,0,15,4865,0,0,0,0
1610614368,3347377,8,0,15,16782081,0,0,0,0
1610614369,3347377,8,0,15,16781825,0,0,0,0
1610614370,3347377,8,0,15,16781569,0,0,0,0
1610614371,3347377,8,0,15,2701136134,0,0,0,0
1610614372,3347377,8,0,1,2432700676,0,0,0,0
1610614373,3347377,8,0,1,2432700675,0,0,0,0
1610614374,3347377,8,0,30,18067727,0,0,0,0
1610614375,3216385,2,0,100,4353,0,0,0,0
1610614376,3216385,2,0,100,4609,0,0,0,0
1610614377,3216385,2,0,10,4354,0,0,0,0
1610614378,3216385,2,0,4,16781569,0,0,0,0
1610614379,3216385,2,0,50,2701136131,0,0,0,0
1610614380,3216385,2,0,1,2432700676,0,0,0,0
1610614381,3216385,2,0,1,2432700675,0,0,0,0
1610614382,3216385,2,0,50,18088207,0,0,0,0
1610614383,3281921,3,0,50,4353,0,0,0,0
1610614384,3281921,3,0,50,4609,0,0,0,0
1610614385,3281921,3,0,5,4354,0,0,0,0
1610614386,3281921,3,0,2,16781825,0,0,0,0
1610614387,3281921,3,0,20,2701136131,0,0,0,0
1610614388,3281921,3,0,1,2432700676,0,0,0,0
1610614389,3281921,3,0,1,2432700675,0,0,0,0
1610614390,3281921,3,0,20,18088207,0,0,0,0
1610614391,3347457,8,0,15,4353,0,0,0,0
1610614392,3347457,8,0,15,4609,0,0,0,0
1610614393,3347457,8,0,15,4865,0,0,0,0
1610614394,3347457,8,0,15,16782081,0,0,0,0
1610614395,3347457,8,0,15,16781825,0,0,0,0
1610614396,3347457,8,0,15,16781569,0,0,0,0
1610614397,3347457,8,0,15,2701136134,0,0,0,0
1610614398,3347457,8,0,1,2432700676,0,0,0,0
1610614399,3347457,8,0,1,2432700675,0,0,0,0
1610614400,3347457,8,0,30,18088207,0,0,0,0
1610614401,3216465,2,0,100,4353,0,0,0,0
1610614402,3216465,2,0,100,4609,0,0,0,0
1610614403,3216465,2,0,10,4354,0,0,0,0
1610614404,3216465,2,0,4,16781569,0,0,0,0
1610614405,3216465,2,0,50,2701136131,0,0,0,0
1610614406,3216465,2,0,1,2432700676,0,0,0,0
1610614407,3216465,2,0,1,2432700675,0,0,0,0
1610614408,3216465,2,0,50,18108687,0,0,0,0
1610614409,3282001,3,0,50,4353,0,0,0,0
1610614410,3282001,3,0,50,4609,0,0,0,0
1610614411,3282001,3,0,5,4354,0,0,0,0
1610614412,3282001,3,0,2,16781825,0,0,0,0
1610614413,3282001,3,0,20,2701136131,0,0,0,0
1610614414,3282001,3,0,1,2432700676,0,0,0,0
1610614415,3282001,3,0,1,2432700675,0,0,0,0
1610614416,3282001,3,0,20,18108687,0,0,0,0
1610614417,3347537,8,0,15,4353,0,0,0,0
1610614418,3347537,8,0,15,4609,0,0,0,0
1610614419,3347537,8,0,15,4865,0,0,0,0
1610614420,3347537,8,0,15,16782081,0,0,0,0
1610614421,3347537,8,0,15,16781825,0,0,0,0
1610614422,3347537,8,0,15,16781569,0,0,0,0
1610614423,3347537,8,0,15,2701136134,0,0,0,0
1610614424,3347537,8,0,1,2432700676,0,0,0,0
1610614425,3347537,8,0,1,2432700675,0,0,0,0
1610614426,3347537,8,0,30,18108687,0,0,0,0
1610614427,3216545,2,0,100,4353,0,0,0,0
1610614428,3216545,2,0,100,4609,0,0,0,0
1610614429,3216545,2,0,10,4354,0,0,0,0
1610614430,3216545,2,0,4,16781569,0,0,0,0
1610614431,3216545,2,0,50,2701136131,0,0,0,0
1610614432,3216545,2,0,1,2432700676,0,0,0,0
1610614433,3216545,2,0,1,2432700675,0,0,0,0
1610614434,3216545,2,0,50,18129167,0,0,0,0
1610614435,3282081,3,0,50,4353,0,0,0,0
1610614436,3282081,3,0,50,4609,0,0,0,0
1610614437,3282081,3,0,5,4354,0,0,0,0
1610614438,3282081,3,0,2,16781825,0,0,0,0
1610614439,3282081,3,0,20,2701136131,0,0,0,0
1610614440,3282081,3,0,1,2432700676,0,0,0,0
1610614441,3282081,3,0,1,2432700675,0,0,0,0
1610614442,3282081,3,0,20,18129167,0,0,0,0
1610614443,3347617,8,0,15,4353,0,0,0,0
1610614444,3347617,8,0,15,4609,0,0,0,0
1610614445,3347617,8,0,15,4865,0,0,0,0
1610614446,3347617,8,0,15,16782081,0,0,0,0
1610614447,3347617,8,0,15,16781825,0,0,0,0
1610614448,3347617,8,0,15,16781569,0,0,0,0
1610614449,3347617,8,0,15,2701136134,0,0,0,0
1610614450,3347617,8,0,1,2432700676,0,0,0,0
1610614451,3347617,8,0,1,2432700675,0,0,0,0
1610614452,3347617,8,0,30,18129167,0,0,0,0
1610614453,3216625,2,0,100,4353,0,0,0,0
1610614454,3216625,2,0,100,4609,0,0,0,0
1610614455,3216625,2,0,10,4354,0,0,0,0
1610614456,3216625,2,0,4,16781569,0,0,0,0
1610614457,3216625,2,0,50,2701136131,0,0,0,0
1610614458,3216625,2,0,1,2432700676,0,0,0,0
1610614459,3216625,2,0,1,2432700675,0,0,0,0
1610614460,3216625,2,0,50,18149647,0,0,0,0
1610614461,3282161,3,0,50,4353,0,0,0,0
1610614462,3282161,3,0,50,4609,0,0,0,0
1610614463,3282161,3,0,5,4354,0,0,0,0
1610614464,3282161,3,0,2,16781825,0,0,0,0
1610614465,3282161,3,0,20,2701136131,0,0,0,0
1610614466,3282161,3,0,1,2432700676,0,0,0,0
1610614467,3282161,3,0,1,2432700675,0,0,0,0
1610614468,3282161,3,0,20,18149647,0,0,0,0
1610614469,3347697,8,0,15,4353,0,0,0,0
1610614470,3347697,8,0,15,4609,0,0,0,0
1610614471,3347697,8,0,15,4865,0,0,0,0
1610614472,3347697,8,0,15,16782081,0,0,0,0
1610614473,3347697,8,0,15,16781825,0,0,0,0
1610614474,3347697,8,0,15,16781569,0,0,0,0
1610614475,3347697,8,0,15,2701136134,0,0,0,0
1610614476,3347697,8,0,1,2432700676,0,0,0,0
1610614477,3347697,8,0,1,2432700675,0,0,0,0
1610614478,3347697,8,0,30,18149647,0,0,0,0
1610614479,3216705,2,0,100,4353,0,0,0,0
1610614480,3216705,2,0,100,4609,0,0,0,0
1610614481,3216705,2,0,10,4354,0,0,0,0
1610614482,3216705,2,0,4,16781569,0,0,0,0
1610614483,3216705,2,0,50,2701136131,0,0,0,0
1610614484,3216705,2,0,1,2432700676,0,0,0,0
1610614485,3216705,2,0,1,2432700675,0,0,0,0
1610614486,3216705,2,0,50,18170127,0,0,0,0
1610614487,3282241,3,0,50,4353,0,0,0,0
1610614488,3282241,3,0,50,4609,0,0,0,0
1610614489,3282241,3,0,5,4354,0,0,0,0
1610614490,3282241,3,0,2,16781825,0,0,0,0
1610614491,3282241,3,0,20,2701136131,0,0,0,0
1610614492,3282241,3,0,1,2432700676,0,0,0,0
1610614493,3282241,3,0,1,2432700675,0,0,0,0
1610614494,3282241,3,0,20,18170127,0,0,0,0
1610614495,3347777,8,0,15,4353,0,0,0,0
1610614496,3347777,8,0,15,4609,0,0,0,0
1610614497,3347777,8,0,15,4865,0,0,0,0
1610614498,3347777,8,0,15,16782081,0,0,0,0
1610614499,3347777,8,0,15,16781825,0,0,0,0
1610614500,3347777,8,0,15,16781569,0,0,0,0
1610614501,3347777,8,0,15,2701136134,0,0,0,0
1610614502,3347777,8,0,1,2432700676,0,0,0,0
1610614503,3347777,8,0,1,2432700675,0,0,0,0
1610614504,3347777,8,0,30,18170127,0,0,0,0
1610614505,3216785,2,0,100,4353,0,0,0,0
