PrimaryKey,Level,HitRate,PowerAttack,PowerDefence,HP,AimTime,SelectionFactorAttack,SelectionFactorSkillGroup,AttackSkillGroup,HPSkillGroup25,HPSkillGroup50,HPSkillGroup75,ContinuouslySkillGroup,RewardGroup,MidiumRewardGroup10,MidiumRewardGroup20,MidiumRewardGroup30,MidiumRewardGroup40,MidiumRewardGroup50,MidiumRewardGroup60,MidiumRewardGroup70,MidiumRewardGroup80,MidiumRewardGroup90
337727513,25,250,74,0,435,1975,,,0,0,0,0,0,3277201,0,0,0,0,0,0,0,0,0
337858585,25,2000,74,0,435,987,,,0,0,0,0,0,3277201,0,0,0,0,0,0,0,0,0
337866777,25,150,62,0,435,987,,,0,0,0,0,0,3277201,0,0,0,0,0,0,0,0,0
339816473,25,30,27,0,435,740,1,1,4,0,0,0,0,3277201,0,0,0,0,0,0,0,0,0
338833433,25,2000,30,0,6537,740,1,1,14,11,11,11,0,3342737,0,0,0,0,0,0,0,0,0
338759705,25,2000,34,0,4358,740,1,1,14,11,11,11,0,3342737,0,0,0,0,0,0,0,0,0
336658462,30,2000,44,0,342,197,,,0,0,0,0,0,3211745,0,0,0,0,0,0,0,0,0
336662558,30,95,35,0,342,738,,,0,0,0,0,0,3211745,0,0,0,0,0,0,0,0,0
336670750,30,120,31,0,342,738,,,0,0,0,0,0,3211745,0,0,0,0,0,0,0,0,0
336687134,30,150,71,0,342,1182,,,0,0,0,0,0,3211745,0,0,0,0,0,0,0,0,0
336691230,30,150,26,0,342,1182,,,0,0,0,0,0,3211745,0,0,0,0,0,0,0,0,0
336683038,30,20,13,0,342,738,,,0,0,0,0,0,3211745,0,0,0,0,0,0,0,0,0
336678942,30,250,84,0,342,1970,,,0,0,0,0,0,3211745,0,0,0,0,0,0,0,0,0
336801822,30,10,31,0,342,1477,,,0,0,0,0,0,3211745,0,0,0,0,0,0,0,0,0
336818206,30,150,71,0,342,985,,,0,0,0,0,0,3211745,0,0,0,0,0,0,0,0,0
337707038,30,2000,48,0,513,197,,,0,0,0,0,0,3277281,0,0,0,0,0,0,0,0,0
337711134,30,95,39,0,513,738,,,0,0,0,0,0,3277281,0,0,0,0,0,0,0,0,0
337719326,30,120,34,0,513,738,,,0,0,0,0,0,3277281,0,0,0,0,0,0,0,0,0
337735710,30,150,78,0,513,1182,,,0,0,0,0,0,3277281,0,0,0,0,0,0,0,0,0
337739806,30,150,29,0,513,1182,,,0,0,0,0,0,3277281,0,0,0,0,0,0,0,0,0
337731614,30,20,14,0,513,738,,,0,0,0,0,0,3277281,0,0,0,0,0,0,0,0,0
337727518,30,250,92,0,513,1970,,,0,0,0,0,0,3277281,0,0,0,0,0,0,0,0,0
337858590,30,2000,92,0,513,985,,,0,0,0,0,0,3277281,0,0,0,0,0,0,0,0,0
337866782,30,150,78,0,513,985,,,0,0,0,0,0,3277281,0,0,0,0,0,0,0,0,0
339816478,30,30,34,0,513,738,1,1,4,0,0,0,0,3277281,0,0,0,0,0,0,0,0,0
338833438,30,2000,37,0,7709,738,1,1,18,15,15,15,0,3342817,0,0,0,0,0,0,0,0,0
338759710,30,2000,42,0,5139,738,1,1,18,15,15,15,0,3342817,0,0,0,0,0,0,0,0,0
336658467,35,2000,53,0,400,196,,,0,0,0,0,0,3211825,0,0,0,0,0,0,0,0,0
336662563,35,95,42,0,400,736,,,0,0,0,0,0,3211825,0,0,0,0,0,0,0,0,0
336670755,35,120,37,0,400,736,,,0,0,0,0,0,3211825,0,0,0,0,0,0,0,0,0
336687139,35,150,85,0,400,1179,,,0,0,0,0,0,3211825,0,0,0,0,0,0,0,0,0
336691235,35,150,31,0,400,1179,,,0,0,0,0,0,3211825,0,0,0,0,0,0,0,0,0
336683043,35,20,15,0,400,736,,,0,0,0,0,0,3211825,0,0,0,0,0,0,0,0,0
336678947,35,250,101,0,400,1965,,,0,0,0,0,0,3211825,0,0,0,0,0,0,0,0,0
336801827,35,10,37,0,400,1473,,,0,0,0,0,0,3211825,0,0,0,0,0,0,0,0,0
336818211,35,150,85,0,400,982,,,0,0,0,0,0,3211825,0,0,0,0,0,0,0,0,0
337707043,35,2000,58,0,600,196,,,0,0,0,0,0,3277361,0,0,0,0,0,0,0,0,0
337711139,35,95,46,0,600,736,,,0,0,0,0,0,3277361,0,0,0,0,0,0,0,0,0
337719331,35,120,41,0,600,736,,,0,0,0,0,0,3277361,0,0,0,0,0,0,0,0,0
337735715,35,150,93,0,600,1179,,,0,0,0,0,0,3277361,0,0,0,0,0,0,0,0,0
337739811,35,150,35,0,600,1179,,,0,0,0,0,0,3277361,0,0,0,0,0,0,0,0,0
337731619,35,20,17,0,600,736,,,0,0,0,0,0,3277361,0,0,0,0,0,0,0,0,0
337727523,35,250,111,0,600,1965,,,0,0,0,0,0,3277361,0,0,0,0,0,0,0,0,0
337858595,35,2000,111,0,600,982,,,0,0,0,0,0,3277361,0,0,0,0,0,0,0,0,0
337866787,35,150,93,0,600,982,,,0,0,0,0,0,3277361,0,0,0,0,0,0,0,0,0
339816483,35,30,41,0,600,736,1,1,4,0,0,0,0,3277361,0,0,0,0,0,0,0,0,0
338833443,35,2000,44,0,9001,736,1,1,18,15,15,15,0,3342897,0,0,0,0,0,0,0,0,0
338759715,35,2000,51,0,6000,736,1,1,18,15,15,15,0,3342897,0,0,0,0,0,0,0,0,0
336658472,40,2000,53,0,434,196,,,0,0,0,0,0,3211905,0,0,0,0,0,0,0,0,0
336662568,40,95,42,0,434,735,,,0,0,0,0,0,3211905,0,0,0,0,0,0,0,0,0
336670760,40,120,37,0,434,735,,,0,0,0,0,0,3211905,0,0,0,0,0,0,0,0,0
336687144,40,150,85,0,434,1176,,,0,0,0,0,0,3211905,0,0,0,0,0,0,0,0,0
336691240,40,150,31,0,434,1176,,,0,0,0,0,0,3211905,0,0,0,0,0,0,0,0,0
336683048,40,20,15,0,434,735,,,0,0,0,0,0,3211905,0,0,0,0,0,0,0,0,0
336678952,40,250,101,0,434,1960,,,0,0,0,0,0,3211905,0,0,0,0,0,0,0,0,0
336801832,40,10,37,0,434,1470,,,0,0,0,0,0,3211905,0,0,0,0,0,0,0,0,0
336818216,40,150,85,0,434,980,,,0,0,0,0,0,3211905,0,0,0,0,0,0,0,0,0
337707048,40,2000,58,0,651,196,,,0,0,0,0,0,3277441,0,0,0,0,0,0,0,0,0
337711144,40,95,46,0,651,735,,,0,0,0,0,0,3277441,0,0,0,0,0,0,0,0,0
337719336,40,120,41,0,651,735,,,0,0,0,0,0,3277441,0,0,0,0,0,0,0,0,0
337735720,40,150,93,0,651,1176,,,0,0,0,0,0,3277441,0,0,0,0,0,0,0,0,0
337739816,40,150,35,0,651,1176,,,0,0,0,0,0,3277441,0,0,0,0,0,0,0,0,0
337731624,40,20,17,0,651,735,,,0,0,0,0,0,3277441,0,0,0,0,0,0,0,0,0
337727528,40,250,111,0,651,1960,,,0,0,0,0,0,3277441,0,0,0,0,0,0,0,0,0
337858600,40,2000,111,0,651,980,,,0,0,0,0,0,3277441,0,0,0,0,0,0,0,0,0
337866792,40,150,93,0,651,980,,,0,0,0,0,0,3277441,0,0,0,0,0,0,0,0,0
339816488,40,30,41,0,651,735,1,1,4,0,0,0,0,3277441,0,0,0,0,0,0,0,0,0
338833448,40,2000,44,0,9766,735,1,1,18,15,15,15,0,3342977,0,0,0,0,0,0,0,0,0
338759720,40,2000,51,0,6511,735,1,1,18,15,15,15,0,3342977,0,0,0,0,0,0,0,0,0
336658477,45,2000,53,0,469,195,,,0,0,0,0,0,3211985,0,0,0,0,0,0,0,0,0
336662573,45,95,42,0,469,733,,,0,0,0,0,0,3211985,0,0,0,0,0,0,0,0,0
336670765,45,120,37,0,469,733,,,0,0,0,0,0,3211985,0,0,0,0,0,0,0,0,0
336687149,45,150,85,0,469,1173,,,0,0,0,0,0,3211985,0,0,0,0,0,0,0,0,0
336691245,45,150,31,0,469,1173,,,0,0,0,0,0,3211985,0,0,0,0,0,0,0,0,0
336683053,45,20,15,0,469,733,,,0,0,0,0,0,3211985,0,0,0,0,0,0,0,0,0
336678957,45,250,101,0,469,1955,,,0,0,0,0,0,3211985,0,0,0,0,0,0,0,0,0
336801837,45,10,37,0,469,1466,,,0,0,0,0,0,3211985,0,0,0,0,0,0,0,0,0
336818221,45,150,85,0,469,977,,,0,0,0,0,0,3211985,0,0,0,0,0,0,0,0,0
337707053,45,2000,58,0,703,195,,,0,0,0,0,0,3277521,0,0,0,0,0,0,0,0,0
337711149,45,95,46,0,703,733,,,0,0,0,0,0,3277521,0,0,0,0,0,0,0,0,0
337719341,45,120,41,0,703,733,,,0,0,0,0,0,3277521,0,0,0,0,0,0,0,0,0
337735725,45,150,93,0,703,1173,,,0,0,0,0,0,3277521,0,0,0,0,0,0,0,0,0
337739821,45,150,35,0,703,1173,,,0,0,0,0,0,3277521,0,0,0,0,0,0,0,0,0
337731629,45,20,17,0,703,733,,,0,0,0,0,0,3277521,0,0,0,0,0,0,0,0,0
337727533,45,250,111,0,703,1955,,,0,0,0,0,0,3277521,0,0,0,0,0,0,0,0,0
337858605,45,2000,111,0,703,977,,,0,0,0,0,0,3277521,0,0,0,0,0,0,0,0,0
337866797,45,150,93,0,703,977,,,0,0,0,0,0,3277521,0,0,0,0,0,0,0,0,0
339816493,45,30,41,0,703,733,1,1,4,0,0,0,0,3277521,0,0,0,0,0,0,0,0,0
338833453,45,2000,44,0,10555,733,1,1,23,20,20,20,0,3343057,0,0,0,0,0,0,0,0,0
338759725,45,2000,51,0,7037,733,1,1,23,20,20,20,0,3343057,0,0,0,0,0,0,0,0,0
336658482,50,2000,61,0,538,195,,,0,0,0,0,0,3212065,0,0,0,0,0,0,0,0,0
336662578,50,95,49,0,538,731,,,0,0,0,0,0,3212065,0,0,0,0,0,0,0,0,0
336670770,50,120,42,0,538,731,,,0,0,0,0,0,3212065,0,0,0,0,0,0,0,0,0
336687154,50,150,98,0,538,1170,,,0,0,0,0,0,3212065,0,0,0,0,0,0,0,0,0
336691250,50,150,36,0,538,1170,,,0,0,0,0,0,3212065,0,0,0,0,0,0,0,0,0
336683058,50,20,18,0,538,731,,,0,0,0,0,0,3212065,0,0,0,0,0,0,0,0,0
336678962,50,250,116,0,538,1950,,,0,0,0,0,0,3212065,0,0,0,0,0,0,0,0,0
336801842,50,10,42,0,538,1462,,,0,0,0,0,0,3212065,0,0,0,0,0,0,0,0,0
336818226,50,150,98,0,538,975,,,0,0,0,0,0,3212065,0,0,0,0,0,0,0,0,0
337707058,50,2000,67,0,808,195,,,0,0,0,0,0,3277601,0,0,0,0,0,0,0,0,0
337711154,50,95,53,0,808,731,,,0,0,0,0,0,3277601,0,0,0,0,0,0,0,0,0
337719346,50,120,47,0,808,731,,,0,0,0,0,0,3277601,0,0,0,0,0,0,0,0,0
337735730,50,150,107,0,808,1170,,,0,0,0,0,0,3277601,0,0,0,0,0,0,0,0,0
337739826,50,150,40,0,808,1170,,,0,0,0,0,0,3277601,0,0,0,0,0,0,0,0,0
337731634,50,20,20,0,808,731,,,0,0,0,0,0,3277601,0,0,0,0,0,0,0,0,0
337727538,50,250,128,0,808,1950,,,0,0,0,0,0,3277601,0,0,0,0,0,0,0,0,0
337858610,50,2000,128,0,808,975,,,0,0,0,0,0,3277601,0,0,0,0,0,0,0,0,0
337866802,50,150,107,0,808,975,,,0,0,0,0,0,3277601,0,0,0,0,0,0,0,0,0
339816498,50,30,47,0,808,731,1,1,4,0,0,0,0,3277601,0,0,0,0,0,0,0,0,0
338833458,50,2000,51,0,12126,731,1,1,23,20,20,20,0,3343137,0,0,0,0,0,0,0,0,0
338759730,50,2000,58,0,8084,731,1,1,23,20,20,20,0,3343137,0,0,0,0,0,0,0,0,0
336658487,55,2000,61,0,578,194,,,0,0,0,0,0,3212145,0,0,0,0,0,0,0,0,0
336662583,55,95,49,0,578,729,,,0,0,0,0,0,3212145,0,0,0,0,0,0,0,0,0
336670775,55,120,42,0,578,729,,,0,0,0,0,0,3212145,0,0,0,0,0,0,0,0,0
336687159,55,150,98,0,578,1167,,,0,0,0,0,0,3212145,0,0,0,0,0,0,0,0,0
336691255,55,150,36,0,578,1167,,,0,0,0,0,0,3212145,0,0,0,0,0,0,0,0,0
336683063,55,20,18,0,578,729,,,0,0,0,0,0,3212145,0,0,0,0,0,0,0,0,0
336678967,55,250,116,0,578,1945,,,0,0,0,0,0,3212145,0,0,0,0,0,0,0,0,0
336801847,55,10,42,0,578,1458,,,0,0,0,0,0,3212145,0,0,0,0,0,0,0,0,0
336818231,55,150,98,0,578,972,,,0,0,0,0,0,3212145,0,0,0,0,0,0,0,0,0
337707063,55,2000,67,0,867,194,,,0,0,0,0,0,3277681,0,0,0,0,0,0,0,0,0
337711159,55,95,53,0,867,729,,,0,0,0,0,0,3277681,0,0,0,0,0,0,0,0,0
337719351,55,120,47,0,867,729,,,0,0,0,0,0,3277681,0,0,0,0,0,0,0,0,0
337735735,55,150,107,0,867,1167,,,0,0,0,0,0,3277681,0,0,0,0,0,0,0,0,0
337739831,55,150,40,0,867,1167,,,0,0,0,0,0,3277681,0,0,0,0,0,0,0,0,0
337731639,55,20,20,0,867,729,,,0,0,0,0,0,3277681,0,0,0,0,0,0,0,0,0
337727543,55,250,128,0,867,1945,,,0,0,0,0,0,3277681,0,0,0,0,0,0,0,0,0
337858615,55,2000,128,0,867,972,,,0,0,0,0,0,3277681,0,0,0,0,0,0,0,0,0
337866807,55,150,107,0,867,972,,,0,0,0,0,0,3277681,0,0,0,0,0,0,0,0,0
339816503,55,30,47,0,867,729,1,1,4,0,0,0,0,3277681,0,0,0,0,0,0,0,0,0
338833463,55,2000,51,0,13019,729,1,1,23,20,20,20,0,3343217,0,0,0,0,0,0,0,0,0
338759735,55,2000,58,0,8679,729,1,1,23,20,20,20,0,3343217,0,0,0,0,0,0,0,0,0
336658492,60,2000,70,0,658,194,,,0,0,0,0,0,3212225,0,0,0,0,0,0,0,0,0
336662588,60,95,56,0,658,727,,,0,0,0,0,0,3212225,0,0,0,0,0,0,0,0,0
336670780,60,120,49,0,658,727,,,0,0,0,0,0,3212225,0,0,0,0,0,0,0,0,0
336687164,60,150,112,0,658,1164,,,0,0,0,0,0,3212225,0,0,0,0,0,0,0,0,0
336691260,60,150,42,0,658,1164,,,0,0,0,0,0,3212225,0,0,0,0,0,0,0,0,0
336683068,60,20,21,0,658,727,,,0,0,0,0,0,3212225,0,0,0,0,0,0,0,0,0
336678972,60,250,133,0,658,1940,,,0,0,0,0,0,3212225,0,0,0,0,0,0,0,0,0
336801852,60,10,49,0,658,1455,,,0,0,0,0,0,3212225,0,0,0,0,0,0,0,0,0
336818236,60,150,112,0,658,970,,,0,0,0,0,0,3212225,0,0,0,0,0,0,0,0,0
337707068,60,2000,77,0,987,194,,,0,0,0,0,0,3277761,0,0,0,0,0,0,0,0,0
337711164,60,95,61,0,987,727,,,0,0,0,0,0,3277761,0,0,0,0,0,0,0,0,0
337719356,60,120,54,0,987,727,,,0,0,0,0,0,3277761,0,0,0,0,0,0,0,0,0
337735740,60,150,123,0,987,1164,,,0,0,0,0,0,3277761,0,0,0,0,0,0,0,0,0
337739836,60,150,46,0,987,1164,,,0,0,0,0,0,3277761,0,0,0,0,0,0,0,0,0
337731644,60,20,23,0,987,727,,,0,0,0,0,0,3277761,0,0,0,0,0,0,0,0,0
337727548,60,250,147,0,987,1940,,,0,0,0,0,0,3277761,0,0,0,0,0,0,0,0,0
337858620,60,2000,147,0,987,970,,,0,0,0,0,0,3277761,0,0,0,0,0,0,0,0,0
337866812,60,150,123,0,987,970,,,0,0,0,0,0,3277761,0,0,0,0,0,0,0,0,0
339816508,60,30,54,0,987,727,1,1,4,0,0,0,0,3277761,0,0,0,0,0,0,0,0,0
338833468,60,2000,59,0,14808,727,1,1,23,20,20,20,0,3343297,0,0,0,0,0,0,0,0,0
338759740,60,2000,67,0,9872,727,1,1,23,20,20,20,0,3343297,0,0,0,0,0,0,0,0,0
336658497,65,2000,70,0,702,193,,,0,0,0,0,0,3212305,0,0,0,0,0,0,0,0,0
336662593,65,95,56,0,702,725,,,0,0,0,0,0,3212305,0,0,0,0,0,0,0,0,0
336670785,65,120,49,0,702,725,,,0,0,0,0,0,3212305,0,0,0,0,0,0,0,0,0
336687169,65,150,112,0,702,1161,,,0,0,0,0,0,3212305,0,0,0,0,0,0,0,0,0
336691265,65,150,42,0,702,1161,,,0,0,0,0,0,3212305,0,0,0,0,0,0,0,0,0
336683073,65,20,21,0,702,725,,,0,0,0,0,0,3212305,0,0,0,0,0,0,0,0,0
336678977,65,250,133,0,702,1935,,,0,0,0,0,0,3212305,0,0,0,0,0,0,0,0,0
336801857,65,10,49,0,702,1451,,,0,0,0,0,0,3212305,0,0,0,0,0,0,0,0,0
336818241,65,150,112,0,702,967,,,0,0,0,0,0,3212305,0,0,0,0,0,0,0,0,0
337707073,65,2000,77,0,1054,193,,,0,0,0,0,0,3277841,0,0,0,0,0,0,0,0,0
337711169,65,95,61,0,1054,725,,,0,0,0,0,0,3277841,0,0,0,0,0,0,0,0,0
337719361,65,120,54,0,1054,725,,,0,0,0,0,0,3277841,0,0,0,0,0,0,0,0,0
337735745,65,150,123,0,1054,1161,,,0,0,0,0,0,3277841,0,0,0,0,0,0,0,0,0
337739841,65,150,46,0,1054,1161,,,0,0,0,0,0,3277841,0,0,0,0,0,0,0,0,0
337731649,65,20,23,0,1054,725,,,0,0,0,0,0,3277841,0,0,0,0,0,0,0,0,0
337727553,65,250,147,0,1054,1935,,,0,0,0,0,0,3277841,0,0,0,0,0,0,0,0,0
337858625,65,2000,147,0,1054,967,,,0,0,0,0,0,3277841,0,0,0,0,0,0,0,0,0
337866817,65,150,123,0,1054,967,,,0,0,0,0,0,3277841,0,0,0,0,0,0,0,0,0
339816513,65,30,54,0,1054,725,1,1,4,0,0,0,0,3277841,0,0,0,0,0,0,0,0,0
338833473,65,2000,59,0,15811,725,1,1,23,20,20,20,0,3343377,0,0,0,0,0,0,0,0,0
338759745,65,2000,67,0,10541,725,1,1,23,20,20,20,0,3343377,0,0,0,0,0,0,0,0,0
336658502,70,2000,70,0,748,193,,,0,0,0,0,0,3212385,0,0,0,0,0,0,0,0,0
336662598,70,95,56,0,748,723,,,0,0,0,0,0,3212385,0,0,0,0,0,0,0,0,0
336670790,70,120,49,0,748,723,,,0,0,0,0,0,3212385,0,0,0,0,0,0,0,0,0
336687174,70,150,112,0,748,1158,,,0,0,0,0,0,3212385,0,0,0,0,0,0,0,0,0
336691270,70,150,42,0,748,1158,,,0,0,0,0,0,3212385,0,0,0,0,0,0,0,0,0
336683078,70,20,21,0,748,723,,,0,0,0,0,0,3212385,0,0,0,0,0,0,0,0,0
336678982,70,250,133,0,748,1930,,,0,0,0,0,0,3212385,0,0,0,0,0,0,0,0,0
336801862,70,10,49,0,748,1447,,,0,0,0,0,0,3212385,0,0,0,0,0,0,0,0,0
336818246,70,150,112,0,748,965,,,0,0,0,0,0,3212385,0,0,0,0,0,0,0,0,0
337707078,70,2000,77,0,1122,193,,,0,0,0,0,0,3277921,0,0,0,0,0,0,0,0,0
337711174,70,95,61,0,1122,723,,,0,0,0,0,0,3277921,0,0,0,0,0,0,0,0,0
337719366,70,120,54,0,1122,723,,,0,0,0,0,0,3277921,0,0,0,0,0,0,0,0,0
337735750,70,150,123,0,1122,1158,,,0,0,0,0,0,3277921,0,0,0,0,0,0,0,0,0
337739846,70,150,46,0,1122,1158,,,0,0,0,0,0,3277921,0,0,0,0,0,0,0,0,0
337731654,70,20,23,0,1122,723,,,0,0,0,0,0,3277921,0,0,0,0,0,0,0,0,0
337727558,70,250,147,0,1122,1930,,,0,0,0,0,0,3277921,0,0,0,0,0,0,0,0,0
337858630,70,2000,147,0,1122,965,,,0,0,0,0,0,3277921,0,0,0,0,0,0,0,0,0
337866822,70,150,123,0,1122,965,,,0,0,0,0,0,3277921,0,0,0,0,0,0,0,0,0
339816518,70,30,54,0,1122,723,1,1,4,0,0,0,0,3277921,0,0,0,0,0,0,0,0,0
338833478,70,2000,59,0,16841,723,1,1,29,25,25,25,30,3343457,0,0,0,0,0,0,0,0,0
338759750,70,2000,67,0,11227,723,1,1,29,25,25,25,30,3343457,0,0,0,0,0,0,0,0,0
336658507,75,2000,79,0,842,192,,,0,0,0,0,0,3212465,0,0,0,0,0,0,0,0,0
336662603,75,95,63,0,842,721,,,0,0,0,0,0,3212465,0,0,0,0,0,0,0,0,0
336670795,75,120,55,0,842,721,,,0,0,0,0,0,3212465,0,0,0,0,0,0,0,0,0
336687179,75,150,127,0,842,1155,,,0,0,0,0,0,3212465,0,0,0,0,0,0,0,0,0
336691275,75,150,47,0,842,1155,,,0,0,0,0,0,3212465,0,0,0,0,0,0,0,0,0
336683083,75,20,23,0,842,721,,,0,0,0,0,0,3212465,0,0,0,0,0,0,0,0,0
336678987,75,250,151,0,842,1925,,,0,0,0,0,0,3212465,0,0,0,0,0,0,0,0,0
336801867,75,10,55,0,842,1443,,,0,0,0,0,0,3212465,0,0,0,0,0,0,0,0,0
336818251,75,150,127,0,842,962,,,0,0,0,0,0,3212465,0,0,0,0,0,0,0,0,0
337707083,75,2000,87,0,1263,192,,,0,0,0,0,0,3278001,0,0,0,0,0,0,0,0,0
337711179,75,95,70,0,1263,721,,,0,0,0,0,0,3278001,0,0,0,0,0,0,0,0,0
337719371,75,120,61,0,1263,721,,,0,0,0,0,0,3278001,0,0,0,0,0,0,0,0,0
337735755,75,150,140,0,1263,1155,,,0,0,0,0,0,3278001,0,0,0,0,0,0,0,0,0
337739851,75,150,52,0,1263,1155,,,0,0,0,0,0,3278001,0,0,0,0,0,0,0,0,0
337731659,75,20,26,0,1263,721,,,0,0,0,0,0,3278001,0,0,0,0,0,0,0,0,0
337727563,75,250,166,0,1263,1925,,,0,0,0,0,0,3278001,0,0,0,0,0,0,0,0,0
337858635,75,2000,166,0,1263,962,,,0,0,0,0,0,3278001,0,0,0,0,0,0,0,0,0
337866827,75,150,140,0,1263,962,,,0,0,0,0,0,3278001,0,0,0,0,0,0,0,0,0
339816523,75,30,61,0,1263,721,1,1,4,0,0,0,0,3278001,0,0,0,0,0,0,0,0,0
338833483,75,2000,66,0,18951,721,1,1,29,25,25,25,30,3343537,0,0,0,0,0,0,0,0,0
338759755,75,2000,76,0,12634,721,1,1,29,25,25,25,30,3343537,0,0,0,0,0,0,0,0,0
336658512,80,2000,79,0,893,192,,,0,0,0,0,0,3212545,0,0,0,0,0,0,0,0,0
336662608,80,95,63,0,893,720,,,0,0,0,0,0,3212545,0,0,0,0,0,0,0,0,0
336670800,80,120,55,0,893,720,,,0,0,0,0,0,3212545,0,0,0,0,0,0,0,0,0
336687184,80,150,127,0,893,1152,,,0,0,0,0,0,3212545,0,0,0,0,0,0,0,0,0
336691280,80,150,47,0,893,1152,,,0,0,0,0,0,3212545,0,0,0,0,0,0,0,0,0
336683088,80,20,23,0,893,720,,,0,0,0,0,0,3212545,0,0,0,0,0,0,0,0,0
336678992,80,250,151,0,893,1920,,,0,0,0,0,0,3212545,0,0,0,0,0,0,0,0,0
336801872,80,10,55,0,893,1440,,,0,0,0,0,0,3212545,0,0,0,0,0,0,0,0,0
336818256,80,150,127,0,893,960,,,0,0,0,0,0,3212545,0,0,0,0,0,0,0,0,0
337707088,80,2000,87,0,1340,192,,,0,0,0,0,0,3278081,0,0,0,0,0,0,0,0,0
337711184,80,95,70,0,1340,720,,,0,0,0,0,0,3278081,0,0,0,0,0,0,0,0,0
337719376,80,120,61,0,1340,720,,,0,0,0,0,0,3278081,0,0,0,0,0,0,0,0,0
337735760,80,150,140,0,1340,1152,,,0,0,0,0,0,3278081,0,0,0,0,0,0,0,0,0
337739856,80,150,52,0,1340,1152,,,0,0,0,0,0,3278081,0,0,0,0,0,0,0,0,0
337731664,80,20,26,0,1340,720,,,0,0,0,0,0,3278081,0,0,0,0,0,0,0,0,0
337727568,80,250,166,0,1340,1920,,,0,0,0,0,0,3278081,0,0,0,0,0,0,0,0,0
337858640,80,2000,166,0,1340,960,,,0,0,0,0,0,3278081,0,0,0,0,0,0,0,0,0
337866832,80,150,140,0,1340,960,,,0,0,0,0,0,3278081,0,0,0,0,0,0,0,0,0
339816528,80,30,61,0,1340,720,1,1,4,0,0,0,0,3278081,0,0,0,0,0,0,0,0,0
338833488,80,2000,66,0,20100,720,1,1,29,25,25,25,30,3343617,0,0,0,0,0,0,0,0,0
338759760,80,2000,76,0,13400,720,1,1,29,25,25,25,30,3343617,0,0,0,0,0,0,0,0,0
336658517,85,2000,89,0,998,191,,,0,0,0,0,0,3212625,0,0,0,0,0,0,0,0,0
336662613,85,95,71,0,998,718,,,0,0,0,0,0,3212625,0,0,0,0,0,0,0,0,0
336670805,85,120,62,0,998,718,,,0,0,0,0,0,3212625,0,0,0,0,0,0,0,0,0
336687189,85,150,142,0,998,1149,,,0,0,0,0,0,3212625,0,0,0,0,0,0,0,0,0
336691285,85,150,53,0,998,1149,,,0,0,0,0,0,3212625,0,0,0,0,0,0,0,0,0
336683093,85,20,26,0,998,718,,,0,0,0,0,0,3212625,0,0,0,0,0,0,0,0,0
336678997,85,250,169,0,998,1915,,,0,0,0,0,0,3212625,0,0,0,0,0,0,0,0,0
336801877,85,10,62,0,998,1436,,,0,0,0,0,0,3212625,0,0,0,0,0,0,0,0,0
336818261,85,150,142,0,998,957,,,0,0,0,0,0,3212625,0,0,0,0,0,0,0,0,0
337707093,85,2000,98,0,1497,191,,,0,0,0,0,0,3278161,0,0,0,0,0,0,0,0,0
337711189,85,95,78,0,1497,718,,,0,0,0,0,0,3278161,0,0,0,0,0,0,0,0,0
337719381,85,120,68,0,1497,718,,,0,0,0,0,0,3278161,0,0,0,0,0,0,0,0,0
337735765,85,150,157,0,1497,1149,,,0,0,0,0,0,3278161,0,0,0,0,0,0,0,0,0
337739861,85,150,58,0,1497,1149,,,0,0,0,0,0,3278161,0,0,0,0,0,0,0,0,0
337731669,85,20,29,0,1497,718,,,0,0,0,0,0,3278161,0,0,0,0,0,0,0,0,0
337727573,85,250,186,0,1497,1915,,,0,0,0,0,0,3278161,0,0,0,0,0,0,0,0,0
337858645,85,2000,186,0,1497,957,,,0,0,0,0,0,3278161,0,0,0,0,0,0,0,0,0
337866837,85,150,157,0,1497,957,,,0,0,0,0,0,3278161,0,0,0,0,0,0,0,0,0
339816533,85,30,68,0,1497,718,1,1,4,0,0,0,0,3278161,0,0,0,0,0,0,0,0,0
338833493,85,2000,74,0,22459,718,1,1,29,25,25,25,30,3343697,0,0,0,0,0,0,0,0,0
338759765,85,2000,85,0,14972,718,1,1,29,25,25,25,30,3343697,0,0,0,0,0,0,0,0,0
336658522,90,2000,89,0,1054,191,,,0,0,0,0,0,3212705,0,0,0,0,0,0,0,0,0
336662618,90,95,71,0,1054,716,,,0,0,0,0,0,3212705,0,0,0,0,0,0,0,0,0
336670810,90,120,62,0,1054,716,,,0,0,0,0,0,3212705,0,0,0,0,0,0,0,0,0
336687194,90,150,142,0,1054,1146,,,0,0,0,0,0,3212705,0,0,0,0,0,0,0,0,0
336691290,90,150,53,0,1054,1146,,,0,0,0,0,0,3212705,0,0,0,0,0,0,0,0,0
336683098,90,20,26,0,1054,716,,,0,0,0,0,0,3212705,0,0,0,0,0,0,0,0,0
336679002,90,250,169,0,1054,1910,,,0,0,0,0,0,3212705,0,0,0,0,0,0,0,0,0
336801882,90,10,62,0,1054,1432,,,0,0,0,0,0,3212705,0,0,0,0,0,0,0,0,0
336818266,90,150,142,0,1054,955,,,0,0,0,0,0,3212705,0,0,0,0,0,0,0,0,0
337707098,90,2000,98,0,1582,191,,,0,0,0,0,0,3278241,0,0,0,0,0,0,0,0,0
337711194,90,95,78,0,1582,716,,,0,0,0,0,0,3278241,0,0,0,0,0,0,0,0,0
