PrimaryKey,Group,SelectionFactor,RewardKey,RewardCountMin,RewardCountMax
1627390669,16782337,64,538017793,1,1
1627390670,16782337,64,538021889,1,1
1627390671,16782337,64,538025985,1,1
1627390672,16782337,64,538120193,1,1
1627390673,16782337,64,538124289,1,1
1627390674,16782337,64,538128385,1,1
1627390675,16782337,64,538132481,1,1
1627390676,16782337,64,538136577,1,1
1627390677,16782337,64,538251265,1,1
1627390678,16782337,64,538255361,1,1
1627390679,16782337,64,538259457,1,1
1627390680,16782337,64,538263553,1,1
1627390681,16782337,64,538382337,1,1
1627390682,16782337,64,538386433,1,1
1627390683,16782337,64,538390529,1,1
1627390684,16782337,64,538394625,1,1
1627390685,16782337,64,538398721,1,1
1627390686,16782337,64,538402817,1,1
1627390687,16782337,64,538316801,1,1
1627390688,16782337,64,538320897,1,1
1627390689,16782337,64,538324993,1,1
1627390690,16782337,64,538329089,1,1
1627390691,16782337,16,539037697,1,1
1627390692,16782337,16,539041793,1,1
1627390693,16782337,16,539045889,1,1
1627390694,16782337,16,539049985,1,1
1627390695,16782337,16,539054081,1,1
1627390696,16782337,16,539058177,1,1
1627390697,16782337,16,539062273,1,1
1627390698,16782337,16,539066369,1,1
1627390699,16782337,16,539070465,1,1
1627390700,16782337,16,539074561,1,1
1627390701,16782337,16,539168769,1,1
1627390702,16782337,16,539172865,1,1
1627390703,16782337,16,539176961,1,1
1627390704,16782337,16,539181057,1,1
1627390705,16782337,16,539185153,1,1
1627390706,16782337,16,539299841,1,1
1627390707,16782337,16,539303937,1,1
1627390708,16782337,16,539308033,1,1
1627390709,16782337,16,539312129,1,1
1627390710,16782337,16,539430913,1,1
1627390711,16782337,16,539435009,1,1
1627390712,16782337,16,539439105,1,1
1627390713,16782337,16,539443201,1,1
1627390714,16782337,16,539447297,1,1
1627390715,16782337,16,539451393,1,1
1627390716,16782337,16,539365377,1,1
1627390717,16782337,16,539369473,1,1
1627390718,16782337,16,539373569,1,1
1627390719,16782337,16,539377665,1,1
1627390720,16782337,4,540086273,1,1
1627390721,16782337,4,540090369,1,1
1627390722,16782337,4,540094465,1,1
1627390723,16782337,4,540098561,1,1
1627390724,16782337,4,540102657,1,1
1627390725,16782337,4,540106753,1,1
1627390726,16782337,4,540110849,1,1
1627390727,16782337,4,540114945,1,1
1627390728,16782337,4,540119041,1,1
1627390729,16782337,4,540123137,1,1
1627390730,16782337,4,540217345,1,1
1627390731,16782337,4,540221441,1,1
1627390732,16782337,4,540225537,1,1
1627390733,16782337,4,540229633,1,1
1627390734,16782337,4,540233729,1,1
1627390735,16782337,4,540348417,1,1
1627390736,16782337,4,540352513,1,1
1627390737,16782337,4,540356609,1,1
1627390738,16782337,4,540360705,1,1
1627390739,16782337,4,540479489,1,1
1627390740,16782337,4,540483585,1,1
1627390741,16782337,4,540487681,1,1
1627390742,16782337,4,540491777,1,1
1627390743,16782337,4,540495873,1,1
1627390744,16782337,4,540499969,1,1
1627390745,16782337,4,540413953,1,1
1627390746,16782337,4,540418049,1,1
1627390747,16782337,4,540422145,1,1
1627390748,16782337,4,540426241,1,1
1627390749,16782337,1,541134849,1,1
1627390750,16782337,1,541138945,1,1
1627390751,16782337,1,541143041,1,1
1627390752,16782337,1,541147137,1,1
1627390753,16782337,1,541151233,1,1
1627390754,16782337,1,541155329,1,1
1627390755,16782337,1,541159425,1,1
1627390756,16782337,1,541163521,1,1
1627390757,16782337,1,541167617,1,1
1627390758,16782337,1,541171713,1,1
1627390759,16782337,1,541265921,1,1
1627390760,16782337,1,541270017,1,1
1627390761,16782337,1,541274113,1,1
1627390762,16782337,1,541278209,1,1
1627390763,16782337,1,541282305,1,1
1627390764,16782337,1,541396993,1,1
1627390765,16782337,1,541401089,1,1
1627390766,16782337,1,541405185,1,1
1627390767,16782337,1,541409281,1,1
1627390768,16782337,1,541528065,1,1
1627390769,16782337,1,541532161,1,1
1627390770,16782337,1,541536257,1,1
1627390771,16782337,1,541540353,1,1
1627390772,16782337,1,541544449,1,1
1627390773,16782337,1,541548545,1,1
1627390774,16782337,1,541462529,1,1
1627390775,16782337,1,541466625,1,1
1627390776,16782337,1,541470721,1,1
1627390777,16782337,1,541474817,1,1
1627390778,16797967,1,572272641,24,29
1627390779,16818447,1,572272641,25,31
1627390780,16838927,1,572272641,27,33
1627390781,16859407,1,572272641,29,35
1627390782,16879887,1,572272641,30,37
1627390783,16900367,1,572272641,32,39
1627390784,16920847,1,572272641,34,42
1627390785,16941327,1,572272641,36,44
1627390786,16961807,1,572272641,37,46
1627390787,16982287,1,572272641,39,48
1627390788,17002767,1,572272641,41,50
1627390789,17023247,1,572272641,42,52
1627390790,17043727,1,572272641,44,54
1627390791,17064207,1,572272641,46,56
1627390792,17084687,1,572272641,47,58
1627390793,17105167,1,572272641,49,60
1627390794,17125647,1,572272641,51,62
1627390795,17146127,1,572272641,53,64
1627390796,17166607,1,572272641,54,66
1627390797,17187087,1,572272641,56,69
1627390798,17207567,1,572272641,58,71
1627390799,17228047,1,572272641,59,73
1627390800,17248527,1,572272641,61,75
1627390801,17269007,1,572272641,63,77
1627390802,17289487,1,572272641,64,79
1627390803,17309967,1,572272641,66,81
1627390804,17330447,1,572272641,68,83
1627390805,17350927,1,572272641,70,85
1627390806,17371407,1,572272641,71,87
1627390807,17391887,1,572272641,73,89
1627390808,17412367,1,572272641,75,91
1627390809,17432847,1,572272641,76,93
1627390810,17453327,1,572272641,78,96
1627390811,17473807,1,572272641,80,98
1627390812,17494287,1,572272641,81,100
1627390813,17514767,1,572272641,83,102
1627390814,17535247,1,572272641,85,104
1627390815,17555727,1,572272641,87,106
1627390816,17576207,1,572272641,88,108
1627390817,17596687,1,572272641,90,110
1627390818,17617167,1,572272641,92,112
1627390819,17637647,1,572272641,93,114
1627390820,17658127,1,572272641,95,116
1627390821,17678607,1,572272641,97,118
1627390822,17699087,1,572272641,98,120
1627390823,17719567,1,572272641,100,123
1627390824,17740047,1,572272641,102,125
1627390825,17760527,1,572272641,104,127
1627390826,17781007,1,572272641,105,129
1627390827,17801487,1,572272641,107,131
1627390828,17821967,1,572272641,109,133
1627390829,17842447,1,572272641,110,135
1627390830,17862927,1,572272641,112,137
1627390831,17883407,1,572272641,114,139
1627390832,17903887,1,572272641,115,141
1627390833,17924367,1,572272641,117,143
1627390834,17944847,1,572272641,119,145
1627390835,17965327,1,572272641,121,147
1627390836,17985807,1,572272641,122,149
1627390837,18006287,1,572272641,124,152
1627390838,18026767,1,572272641,126,154
1627390839,18047247,1,572272641,127,156
1627390840,18067727,1,572272641,129,158
1627390841,18088207,1,572272641,131,160
1627390842,18108687,1,572272641,132,162
1627390843,18129167,1,572272641,134,164
1627390844,18149647,1,572272641,136,166
1627390845,18170127,1,572272641,138,168
1627390846,18190607,1,572272641,139,170
1627390847,18211087,1,572272641,141,172
1627390848,18231567,1,572272641,143,174
1627390849,18252047,1,572272641,144,176
1627390850,18272527,1,572272641,146,179
1627390851,18293007,1,572272641,148,181
1627390852,18313487,1,572272641,149,183
1627390853,18333967,1,572272641,151,185
1627390854,18354447,1,572272641,153,187
1627390855,18374927,1,572272641,155,189
1627390856,18395407,1,572272641,156,191
1627390857,18415887,1,572272641,158,193
1627390858,18436367,1,572272641,160,195
1627390859,18456847,1,572272641,161,197
1627390860,18477327,1,572272641,163,199
1627390861,18497807,1,572272641,165,201
1627390862,18518287,1,572272641,166,203
1627390863,18538767,1,572272641,168,206
1627390864,18559247,1,572272641,170,208
1627390865,18579727,1,572272641,171,210
1627390866,18600207,1,572272641,173,212
1627390867,18620687,1,572272641,175,214
1627390868,18641167,1,572272641,177,216
1627390869,18661647,1,572272641,178,218
1627390870,18682127,1,572272641,180,220
1627390871,18702607,1,572272641,182,222
1627390872,18723087,1,572272641,183,224
1627390873,18743567,1,572272641,185,226
1627390874,18764047,1,572272641,187,228
1627390875,18784527,1,572272641,188,230
1627390876,18805007,1,572272641,190,233
1627390877,18825487,1,572272641,192,235
1627390878,18845967,1,572272641,194,237
1627390879,18866447,1,572272641,195,239
1627390880,18886927,1,572272641,197,241
1627390881,18907407,1,572272641,199,243
1627390882,18927887,1,572272641,200,245
1627390883,18948367,1,572272641,202,247
1627390884,18968847,1,572272641,204,249
1627390885,18989327,1,572272641,205,251
1627390886,19009807,1,572272641,207,253
1627390887,19030287,1,572272641,209,255
1627390888,19050767,1,572272641,211,257
1627390889,19071247,1,572272641,212,260
1627390890,19091727,1,572272641,214,262
1627390891,19112207,1,572272641,216,264
1627390892,19132687,1,572272641,217,266
1627390893,19153167,1,572272641,219,268
1627390894,19173647,1,572272641,221,270
1627390895,19194127,1,572272641,222,272
1627390896,19214607,1,572272641,224,274
1627390897,19235087,1,572272641,226,276
1627390898,19255567,1,572272641,228,278
1627390899,19276047,1,572272641,229,280
1627390900,19296527,1,572272641,231,282
1627390901,19317007,1,572272641,233,284
1627390902,19337487,1,572272641,234,287
1627390903,19357967,1,572272641,236,289
1627390904,19378447,1,572272641,238,291
1627390905,19398927,1,572272641,239,293
1627390906,19419407,1,572272641,241,295
1627390907,19439887,1,572272641,243,297
1627390908,19460367,1,572272641,245,299
1627390909,19480847,1,572272641,246,301
1627390910,19501327,1,572272641,248,303
1627390911,19521807,1,572272641,250,305
1627390912,19542287,1,572272641,251,307
1627390913,19562767,1,572272641,253,309
1627390914,19583247,1,572272641,255,311
1627390915,19603727,1,572272641,256,314
1627390916,19624207,1,572272641,258,316
1627390917,19644687,1,572272641,260,318
1627390918,19665167,1,572272641,262,320
1627390919,19685647,1,572272641,263,322
1627390920,19706127,1,572272641,265,324
1627390921,19726607,1,572272641,267,326
1627390922,19747087,1,572272641,268,328
1627390923,19767567,1,572272641,270,330
1627390924,19788047,1,572272641,272,332
1627390925,19808527,1,572272641,273,334
1627390926,19829007,1,572272641,275,336
1627390927,19849487,1,572272641,277,338
1627390928,19869967,1,572272641,279,341
1627390929,19890447,1,572272641,280,343
1627390930,19910927,1,572272641,282,345
1627390931,19931407,1,572272641,284,347
1627390932,19951887,1,572272641,285,349
1627390933,19972367,1,572272641,287,351
1627390934,19992847,1,572272641,289,353
1627390935,20013327,1,572272641,290,355
1627390936,20033807,1,572272641,292,357
1627390937,20054287,1,572272641,294,359
1627390938,20074767,1,572272641,295,361
1627390939,20095247,1,572272641,297,363
1627390940,20115727,1,572272641,299,365
1627390941,20136207,1,572272641,301,368
1627390942,20156687,1,572272641,302,370
1627390943,20177167,1,572272641,304,372
1627390944,20197647,1,572272641,306,374
1627390945,20218127,1,572272641,307,376
1627390946,20238607,1,572272641,309,378
1627390947,20259087,1,572272641,311,380
1627390948,20279567,1,572272641,312,382
1627390949,20300047,1,572272641,314,384
1627390950,20320527,1,572272641,316,386
1627390951,20341007,1,572272641,318,388
1627390952,20361487,1,572272641,319,390
1627390953,20381967,1,572272641,321,392
1627390954,20402447,1,572272641,323,394
1627390955,20422927,1,572272641,324,397
1627390956,20443407,1,572272641,326,399
1627390957,20463887,1,572272641,328,401
1627390958,20484367,1,572272641,329,403
1627390959,20504847,1,572272641,331,405
1627390960,20525327,1,572272641,333,407
1627390961,20545807,1,572272641,335,409
1627390962,20566287,1,572272641,336,411
1627390963,20586767,1,572272641,338,413
1627390964,20607247,1,572272641,340,415
1627390965,20627727,1,572272641,341,417
1627390966,20648207,1,572272641,343,419
1627390967,20668687,1,572272641,345,421
1627390968,20689167,1,572272641,346,424
1627390969,20709647,1,572272641,348,426
1627390970,20730127,1,572272641,350,428
1627390971,20750607,1,572272641,352,430
1627390972,20771087,1,572272641,353,432
1627390973,20791567,1,572272641,355,434
1627390974,20812047,1,572272641,357,436
1627390975,20832527,1,572272641,358,438
1627390976,20853007,1,572272641,360,440
1627390977,20873487,1,572272641,362,442
1627390978,20893967,1,572272641,363,444
1627390979,20914447,1,572272641,365,446
1627390980,20934927,1,572272641,367,448
1627390981,20955407,1,572272641,369,451
1627390982,20975887,1,572272641,370,453
1627390983,20996367,1,572272641,372,455
1627390984,21016847,1,572272641,374,457
1627390985,21037327,1,572272641,375,459
1627390986,21057807,1,572272641,377,461
1627390987,21078287,1,572272641,379,463
1627390988,21098767,1,572272641,380,465
1627390989,21119247,1,572272641,382,467
1627390990,21139727,1,572272641,384,469
1627390991,21160207,1,572272641,386,471
1627390992,21180687,1,572272641,387,473
1627390993,21201167,1,572272641,389,475
1627390994,21221647,1,572272641,391,478
1627390995,21242127,1,572272641,392,480
1627390996,21262607,1,572272641,394,482
1627390997,21283087,1,572272641,396,484
1627390998,21303567,1,572272641,397,486
1627390999,21324047,1,572272641,399,488
1627391000,21344527,1,572272641,401,490
1627391001,21365007,1,572272641,403,492
1627391002,21385487,1,572272641,404,494
1627391003,21405967,1,572272641,406,496
1627391004,21426447,1,572272641,408,498
1627391005,21446927,1,572272641,409,500
1627391006,21467407,1,572272641,411,502
1627391007,21487887,1,572272641,413,505
1627391008,21508367,1,572272641,414,507
1627391009,21528847,1,572272641,416,509
1627391010,21549327,1,572272641,418,511
1627391011,21569807,1,572272641,420,513
1627391012,21590287,1,572272641,421,515
1627391013,21610767,1,572272641,423,517
1627391014,21631247,1,572272641,425,519
1627391015,21651727,1,572272641,426,521
1627391016,21672207,1,572272641,428,523
1627391017,21692687,1,572272641,430,525
1627391018,21713167,1,572272641,431,527
1627391019,21733647,1,572272641,433,529
1627391020,21754127,1,572272641,435,532
1627391021,21774607,1,572272641,436,534
1627391022,21795087,1,572272641,438,536
1627391023,21815567,1,572272641,440,538
1627391024,21836047,1,572272641,442,540
1627391025,21856527,1,572272641,443,542
1627391026,21877007,1,572272641,445,544
1627391027,21897487,1,572272641,447,546
1627391028,21917967,1,572272641,448,548
1627391029,21938447,1,572272641,450,550
1627391030,21958927,1,572272641,452,552
1627391031,21979407,1,572272641,453,554
1627391032,21999887,1,572272641,455,556
1627391033,22020367,1,572272641,457,559
1627391034,22040847,1,572272641,459,561
1627391035,22061327,1,572272641,460,563
1627391036,22081807,1,572272641,462,565
1627391037,22102287,1,572272641,464,567
1627391038,22122767,1,572272641,465,569
1627391039,22143247,1,572272641,467,571
1627391040,22163727,1,572272641,469,573
1627391041,22184207,1,572272641,470,575
1627391042,22204687,1,572272641,472,577
1627391043,22225167,1,572272641,474,579
1627391044,22245647,1,572272641,476,581
1627391045,22266127,1,572272641,477,583
1627391046,22286607,1,572272641,479,586
1627391047,22307087,1,572272641,481,588
1627391048,22327567,1,572272641,482,590
1627391049,22348047,1,572272641,484,592
1627391050,22368527,1,572272641,486,594
1627391051,22389007,1,572272641,487,596
1627391052,22409487,1,572272641,489,598
1627391053,22429967,1,572272641,491,600
1627391054,22450447,1,572272641,493,602
1627391055,22470927,1,572272641,494,604
1627391056,22491407,1,572272641,496,606
1627391057,22511887,1,572272641,498,608
1627391058,22532367,1,572272641,499,610
1627391059,22552847,1,572272641,501,613
1627391060,22573327,1,572272641,503,615
1627391061,22593807,1,572272641,504,617
1627391062,22614287,1,572272641,506,619
1627391063,22634767,1,572272641,508,621
1627391064,22655247,1,572272641,510,623
1627391065,22675727,1,572272641,511,625
1627391066,22696207,1,572272641,513,627
1627391067,22716687,1,572272641,515,629
1627391068,22737167,1,572272641,516,631
1627391069,22757647,1,572272641,518,633
1627391070,22778127,1,572272641,520,635
1627391071,22798607,1,572272641,521,637
1627391072,22819087,1,572272641,523,639
1627391073,22839567,1,572272641,525,642
1627391074,22860047,1,572272641,527,644
1627391075,22880527,1,572272641,528,646
1627391076,22901007,1,572272641,530,648
1627391077,22921487,1,572272641,532,650
1627391078,318771457,1,572272641,150,150
1627391079,318771457,1,572329985,10,10
1627391080,318775553,1,572338177,10,10
1627391081,318775553,1,572268545,5,5
1627391082,318779649,1,572284929,1,1
1627391083,318779649,1,572461057,1,1
1627391084,318783745,1,572354561,10,10
1627391085,318783745,1,572198913,5,5
1627391086,318787841,1,605954081,15,15
1627391087,318787841,1,620756993,1,1
1627391088,318791937,1,572272641,500,500
1627391089,318791937,1,572346369,10,10
1627391090,318796033,1,572461057,1,1
1627391091,318796033,1,572268545,10,10
1627391092,318800129,1,572350465,10,10
1627391093,318800129,1,572284929,1,1
1627391094,318804225,1,572198913,10,10
1627391095,318804225,1,572338177,20,20
1627391096,318808321,1,607002657,1,1
1627391097,318808321,1,620756994,1,1
1627391098,318812417,1,572268545,20,20
1627391099,318812417,1,572272641,1500,1500
1627391100,318816513,1,572284929,1,1
1627391101,318816513,1,572329985,20,20
1627391102,318820609,1,572461057,1,1
1627391103,318820609,1,572346369,20,20
1627391104,318824705,1,572350465,20,20
1627391105,318824705,1,572354561,20,20
1627391106,318828801,1,608051233,1,1
1627391107,318828801,1,620756995,1,1
1627391108,318771713,1,572272641,150,150
1627391109,318771713,1,572067841,10,10
1627391110,318775809,1,572071937,10,10
1627391111,318775809,1,572268545,5,5
1627391112,318779905,1,572284929,1,1
1627391113,318779905,1,572461057,1,1
1627391114,318784001,1,572289025,2,2
1627391115,318784001,1,572207105,5,5
1627391116,318788097,1,605974561,15,15
1627391117,318788097,1,620756996,1,1
1627391118,318792193,1,572272641,500,500
1627391119,318792193,1,572076033,10,10
1627391120,318796289,1,572461057,1,1
1627391121,318796289,1,572268545,10,10
1627391122,318800385,1,572080129,10,10
1627391123,318800385,1,572284929,1,1
1627391124,318804481,1,572207105,10,10
1627391125,318804481,1,572289025,3,3
1627391126,318808577,1,607023137,1,1
1627391127,318808577,1,620756997,1,1
1627391128,318812673,1,572268545,20,20
1627391129,318812673,1,572272641,1500,1500
1627391130,318816769,1,572067841,20,20
1627391131,318816769,1,572071937,20,20
1627391132,318820865,1,572076033,20,20
1627391133,318820865,1,572080129,20,20
1627391134,318824961,1,572461057,1,1
1627391135,318824961,1,572272641,2000,2000
1627391136,318829057,1,608071713,1,1
1627391137,318829057,1,620756998,1,1
1627391138,335548417,1,572272641,100,100
1627391139,335548418,1,572268545,10,10
1627391140,335552513,1,572272641,150,150
1627391141,335552514,1,572268545,10,10
1627391142,335556609,1,572272641,200,200
1627391143,335556610,1,572268545,10,10
1627391144,335560705,1,605949985,1,1
1627391145,335560706,1,572268545,10,10
1627391146,335564801,1,605949985,1,1
1627391147,335564802,1,572268545,15,15
1627391148,335568897,1,605949985,1,1
1627391149,335568898,1,572268545,20,20
1627391150,335572993,1,605949985,1,1
1627391151,335572995,1,572268545,10,10
1627391152,335577089,1,605949985,1,1
1627391153,335577091,1,572268545,15,15
1627391154,335581185,1,605949985,1,1
1627391155,335581187,1,572268545,20,20
1627391156,335585281,1,605949985,1,1
1627391157,335585283,1,572268545,25,25
1627391158,335589377,1,605949985,1,1
1627391159,335589379,1,572268545,30,30
1627391160,335593473,1,605949985,1,1
1627391161,335593475,1,572268545,35,35
1627391162,335597569,1,605949985,1,1
1627391163,335597571,1,572268545,40,40
1627391164,335601665,1,605949985,1,1
1627391165,335601667,1,572268545,45,45
1627391166,335605761,1,605949985,1,1
1627391167,335605764,1,572268545,50,50
1627391168,335548673,1,605949985,1,1
1627391169,335548674,1,572268545,10,10
1627391170,335552769,1,605949985,1,1
1627391171,335552770,1,572268545,15,15
1627391172,335556865,1,605949985,1,1
1627391173,335556866,1,572268545,20,20
1627391174,335560961,1,605949985,1,1
1627391175,335560962,1,572268545,25,25
1627391176,335565057,1,605949985,1,1
1627391177,335565059,1,572268545,10,10
1627391178,335569153,1,605949985,1,1
1627391179,335569155,1,572268545,15,15
1627391180,335573249,1,605949985,1,1
1627391181,335573251,1,572268545,20,20
1627391182,335577345,1,605949985,1,1
1627391183,335577347,1,572268545,25,25
1627391184,335581441,1,605949985,1,1
1627391185,335581443,1,572268545,30,30
1627391186,335585537,1,605949985,1,1
1627391187,335585539,1,572268545,35,35
1627391188,335589633,1,605949985,1,1
1627391189,335589635,1,572268545,40,40
1627391190,335593729,1,605949985,1,1
1627391191,335593732,1,572268545,30,30
1627391192,335597825,1,605949985,1,1
1627391193,335597828,1,572268545,35,35
1627391194,335601921,1,605949985,1,1
1627391195,335601924,1,572268545,40,40
1627391196,335606017,1,606998562,1,1
1627391197,335606020,1,572268545,45,45
1627391198,335548929,1,605949985,1,1
1627391199,335548931,1,572268545,30,30
1627391200,335553025,1,605949985,1,1
1627391201,335553027,1,572268545,35,35
1627391202,335557121,1,605949985,1,1
1627391203,335557123,1,572268545,40,40
1627391204,335561217,1,605949985,1,1
1627391205,335561219,1,572268545,45,45
1627391206,335565313,1,605949985,1,1
1627391207,335565315,1,572268545,50,50
1627391208,335569409,1,605949985,1,1
1627391209,335569411,1,572268545,55,55
1627391210,335573505,1,605949985,1,1
1627391211,335573508,1,572268545,30,30
1627391212,335577601,1,605949985,1,1
1627391213,335577604,1,572268545,35,35
1627391214,335581697,1,605949985,1,1
1627391215,335581700,1,572268545,40,40
1627391216,335585793,1,605949985,1,1
1627391217,335585796,1,572268545,45,45
1627391218,335589889,1,606998562,1,1
1627391219,335589892,1,572268545,50,50
1627391220,335593985,1,606998562,1,1
1627391221,335593988,1,572268545,60,60
1627391222,335598081,1,606998562,1,1
1627391223,335598084,1,572268545,70,70
1627391224,335602177,1,606998562,1,1
1627391225,335602180,1,572268545,80,80
1627391226,335606273,1,608047139,1,1
1627391227,335606276,1,572268545,100,100
1627391228,335549185,1,605949985,1,1
1627391229,335549188,1,572268545,30,30
1627391230,335553281,1,605949985,1,1
1627391231,335553284,1,572268545,35,35
1627391232,335557377,1,605949985,1,1
1627391233,335557380,1,572268545,45,45
1627391234,335561473,1,605949985,1,1
1627391235,335561476,1,572268545,50,50
1627391236,335565569,1,606998562,1,1
1627391237,335565572,1,572268545,35,35
1627391238,335569665,1,606998562,1,1
1627391239,335569668,1,572268545,40,40
1627391240,335573761,1,606998562,1,1
1627391241,335573764,1,572268545,45,45
1627391242,335577857,1,606998562,1,1
1627391243,335577860,1,572268545,50,50
1627391244,335581953,1,606998562,1,1
1627391245,335581956,1,572268545,50,50
1627391246,335586049,1,606998562,1,1
1627391247,335586052,1,572268545,55,55
1627391248,335590145,1,606998562,1,1
1627391249,335590148,1,572268545,60,60
1627391250,335594241,1,606998562,1,1
1627391251,335594244,1,572268545,65,65
1627391252,335598337,1,606998562,1,1
1627391253,335598340,1,572268545,70,70
1627391254,335602433,1,606998562,1,1
1627391255,335602436,1,572268545,75,75
1627391256,335606529,1,608047139,1,1
1627391257,335606532,1,572268545,100,100
1627391258,335549441,1,606998562,1,1
1627391259,335549444,1,572268545,30,30
1627391260,335553537,1,606998562,1,1
1627391261,335553540,1,572268545,35,35
1627391262,335557633,1,606998562,1,1
1627391263,335557636,1,572268545,45,45
1627391264,335561729,1,606998562,1,1
1627391265,335561732,1,572268545,50,50
1627391266,335565825,1,608047139,1,1
1627391267,335565828,1,572268545,55,55
1627391268,335569921,1,608047139,1,1
1627391269,335569924,1,572268545,60,60
1627391270,335574017,1,608047139,1,1
1627391271,335574020,1,572268545,65,65
1627391272,335578113,1,608047139,1,1
1627391273,335578116,1,572268545,70,70
1627391274,335582209,1,608047139,1,1
1627391275,335582212,1,572268545,75,75
1627391276,335586305,1,608047139,1,1
1627391277,335586308,1,572268545,80,80
1627391278,335590401,1,608047139,1,1
1627391279,335590404,1,572268545,85,85
1627391280,335594497,1,608047139,1,1
1627391281,335594500,1,572268545,90,90
1627391282,335598593,1,608047139,1,1
1627391283,335598596,1,572268545,95,95
1627391284,335602689,1,608047139,1,1
1627391285,335602692,1,572268545,100,100
1627391286,335606785,1,609095716,1,1
1627391287,335606788,1,572268545,200,200
1627391288,2164265217,1,572198913,3,3
1627391289,2164265217,1,572461057,1,1
1627391290,2164265217,1,572272641,500,500
1627391291,2164265217,1,572268545,5,5
1627391292,2164265217,1,572329985,10,10
1627391293,2164265217,1,572338177,10,10
1627391294,2164265217,1,572346369,10,10
1627391295,2164265217,1,572350465,10,10
1627391296,2164265217,1,572354561,10,10
1627391297,2164265217,1,572133377,1,1
1627391298,2164265217,1,572141569,1,1
1627391299,2164265217,1,572149761,1,1
1627391300,2164265217,1,572153857,1,1
1627391301,2164265217,1,572157953,1,1
1627391302,2164265217,1,575934465,1,1
1627391303,2164265217,1,575938562,1,1
1627391304,2164265217,1,575942659,1,1
1627391305,2164265217,1,575946756,1,1
1627391306,2181042433,1,572198913,10,10
1627391307,2181042433,1,572461057,1,1
1627391308,2181042433,1,572272641,1500,1500
1627391309,2181042433,1,572268545,15,15
1627391310,2181042433,1,572329985,30,30
1627391311,2181042433,1,572338177,30,30
1627391312,2181042433,1,572346369,30,30
1627391313,2181042433,1,572350465,30,30
1627391314,2181042433,1,572354561,30,30
1627391315,2181042433,1,572133377,1,1
1627391316,2181042433,1,572141569,1,1
1627391317,2181042433,1,572149761,1,1
1627391318,2181042433,1,572153857,1,1
1627391319,2181042433,1,572157953,1,1
1627391320,2181042433,1,575934465,1,1
1627391321,2181042433,1,575938562,1,1
1627391322,2181042433,1,575942659,1,1
1627391323,2181042433,1,575946756,1,1
1627391324,2197819649,1,572198913,15,15
1627391325,2197819649,1,572461057,3,3
1627391326,2197819649,1,572272641,3000,3000
1627391327,2197819649,1,572268545,30,30
1627391328,2197819649,1,572329985,100,100
1627391329,2197819649,1,572338177,100,100
1627391330,2197819649,1,572346369,100,100
1627391331,2197819649,1,572350465,100,100
1627391332,2197819649,1,572354561,100,100
1627391333,2197819649,1,572133377,1,1
1627391334,2197819649,1,572141569,1,1
1627391335,2197819649,1,572149761,1,1
1627391336,2197819649,1,572153857,1,1
1627391337,2197819649,1,572157953,1,1
1627391338,2197819649,1,575934465,1,1
1627391339,2197819649,1,575938562,1,1
1627391340,2197819649,1,575942659,1,1
1627391341,2197819649,1,575946756,1,1
1627391342,2164265473,1,572207105,3,3
1627391343,2164265473,1,572461057,1,1
1627391344,2164265473,1,572272641,500,500
1627391345,2164265473,1,572268545,5,5
1627391346,2164265473,1,572067841,10,10
1627391347,2164265473,1,572071937,10,10
1627391348,2164265473,1,572076033,10,10
1627391349,2164265473,1,572080129,10,10
1627391350,2164265473,1,571936769,1,1
1627391351,2164265473,1,571940865,1,1
1627391352,2164265473,1,571944961,1,1
1627391353,2164265473,1,571949057,1,1
1627391354,2164265473,1,575934465,1,1
1627391355,2164265473,1,575938562,1,1
1627391356,2164265473,1,575942659,1,1
1627391357,2164265473,1,575946756,1,1
1627391358,2181042689,1,572207105,10,10
1627391359,2181042689,1,572461057,1,1
1627391360,2181042689,1,572272641,1500,1500
1627391361,2181042689,1,572268545,15,15
1627391362,2181042689,1,572067841,30,30
1627391363,2181042689,1,572071937,30,30
1627391364,2181042689,1,572076033,30,30
1627391365,2181042689,1,572080129,30,30
1627391366,2181042689,1,571936769,1,1
1627391367,2181042689,1,571940865,1,1
1627391368,2181042689,1,571944961,1,1
1627391369,2181042689,1,571949057,1,1
1627391370,2181042689,1,575934465,1,1
1627391371,2181042689,1,575938562,1,1
1627391372,2181042689,1,575942659,1,1
1627391373,2181042689,1,575946756,1,1
1627391374,2197819905,1,572207105,15,15
1627391375,2197819905,1,572461057,3,3
1627391376,2197819905,1,572272641,3000,3000
1627391377,2197819905,1,572268545,30,30
1627391378,2197819905,1,572067841,100,100
1627391379,2197819905,1,572071937,100,100
1627391380,2197819905,1,572076033,100,100
1627391381,2197819905,1,572080129,100,100
1627391382,2197819905,1,571936769,1,1
1627391383,2197819905,1,571940865,1,1
1627391384,2197819905,1,571944961,1,1
1627391385,2197819905,1,571949057,1,1
1627391386,2197819905,1,575934465,1,1
1627391387,2197819905,1,575938562,1,1
1627391388,2197819905,1,575942659,1,1
1627391389,2197819905,1,575946756,1,1
1627391390,1090523393,1,588320769,1,1
1627391391,1090523393,1,588324865,1,1
1627391392,1090523393,1,588328961,1,1
1627391393,1090523393,1,588333057,1,1
1627391394,1090523649,1,588386305,1,1
1627391395,1090523649,1,588390401,1,1
1627391396,1090523649,1,588394497,1,1
